address,brand,city,postcode,country,extras,latitude,longitude,opening_hours,name,phone,ref,state,website
Zone d'activites commerciales du Mazaud,Decathlon,Brive La Gaillarde,19100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.143233782624,1.4752233250618,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Brive,+33555889460,0070015500155,,https://www.decathlon.fr/store-locator
Route nationale 76,Decathlon,Saint Doulchard,18230,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.11907101491719,2.3760888201293895,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Bourges - Saint Doulchard,+33248230202,0070015600156,,https://www.decathlon.fr/store-locator
15 Avenue des Belges,Decathlon,Bourg-en-Bresse,01000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.207708,5.234605,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Bourg en Bresse,+33474228750,0070015800158,,https://www.decathlon.fr/store-locator
"Zone Artisanale du Grand Launay, AR BRUG",Decathlon,Saint-Martin-des-Champs,29600,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.577772205195,-3.856431951065,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Morlaix,+33298634288,0070015900159,,https://www.decathlon.fr/store-locator
ZAC Meilbourg - Route d'Illange,Decathlon,Yutz,57970,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.343177,6.17428,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Thionville - Yutz,+33382882300,0070016200162,,https://www.decathlon.fr/store-locator
34 chemin de la Madeleine,Decathlon,GRASSE,06130,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.6551019,6.936848299999999,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Decathlon Grasse,+33492424949,0070016300163,,https://www.decathlon.fr/store-locator
15 avenue Yitzhak Rabin,Decathlon,La Roche sur Yon,85000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.691706,-1.430981,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",La Roche sur Yon,+33251478788,0070016700167,,https://www.decathlon.fr/store-locator
33 Route du plan,Decathlon,Trans en Provence,83720,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.503825,6.482714,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Draguignan - Trans en Provence,+33494509696,0070017100171,,https://www.decathlon.fr/store-locator
Zone Commerciale Fourchon,Decathlon,Arles,13200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.665026576026,4.6350185717582,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Arles,+33490183070,0070017200172,,https://www.decathlon.fr/store-locator
170 Avenue André TOURNE,Decathlon,PERPIGNAN,66100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",42.66890614824697,2.895875506668104,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Perpignan,+33468557272,0070017500175,,https://www.decathlon.fr/store-locator
Parc de la baie,Decathlon,Avranches,50300,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.656799428712,-1.3553436441803,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Avranches,+33233892850,0070017700177,,https://www.decathlon.fr/store-locator
14 - Les hauts vents,Decathlon,Tollevast,50470,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.596890919888,-1.6034307830811,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Cherbourg,+33233236030,0070017800178,,https://www.decathlon.fr/store-locator
Zone d'aménagement concerté Val Druel,Decathlon,Dieppe,76200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.90316384926188,1.0787429470825227,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Dieppe,+33232144141,0070017900179,,https://www.decathlon.fr/store-locator
Rue Nicolas Rambourg,Decathlon,Montlucon,03100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.349782169109,2.6060998822784,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Montluçon,+33470081160,0070018000180,,https://www.decathlon.fr/store-locator
1 rue Georges Charpak,Decathlon,La Teste de Buch,33260,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.617021320185,-1.1282155231095,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",La Teste de Buch,+33557527363,0070018300183,,https://www.decathlon.fr/store-locator
Lieu-dit Blanche Roche,Decathlon,Saint Jouan des Guerets,35430,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.60797171050698,-1.9798004563446026,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Saint-Malo / Saint-Jouan,+33299191560,0070018400184,,https://www.decathlon.fr/store-locator
46 Avenue de la République - Accès RN1 ou par la ligne H du transilien,Decathlon,GROSLAY,95410,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.983256802878,2.3607023267365,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-19:00'}}",Groslay - Sarcelles,+33134059595,0070018600186,,https://www.decathlon.fr/store-locator
ZAC du pont des rayons,Decathlon,L'ISLE ADAM,95290,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.07941,2.198712,"{'opening_hours': {'Mon': '10:00-19:30', 'Tue': '10:00-19:30', 'Wed': '10:00-19:30', 'Thu': '10:00-19:30', 'Fri': '10:00-19:30', 'Sat': '10:00-19:30', 'Sun': ''}}",L´Isle Adam,+33134081880,0070018700187,,https://www.decathlon.fr/store-locator
ZAC de la Masquère,Decathlon,Escalquens,31750,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.518099736415,1.5337953055573,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:00-20:00', 'Sun': ''}}",Toulouse Escalquens,+33561360960,0070018800188,,https://www.decathlon.fr/store-locator
"23, boulevard de la Madeleine, Metro Madeleine",Decathlon,Paris,75001,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.869257098696,2.3253604957009,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': '10:00-20:00'}}",Paris La Madeleine ,+33155359755,0070018900189,,https://www.decathlon.fr/store-locator
2 Rue Jean Rostand,Decathlon,Mainvilliers,28300,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.447775640017,1.4504549841309,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Chartres - Mainvilliers,+33237840684,0070019100191,,https://www.decathlon.fr/store-locator
Zone du Dragon,Decathlon,Haudainville,55100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.142708144848,5.4114065277863,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Verdun - Haudainville,+33329848500,0070019200192,,https://www.decathlon.fr/store-locator
Zone commercial Carrefour,Decathlon,MARZY,58180,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.996066031236,3.108983383606,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Nevers - Marzy,+33386716570,0070019300193,,https://www.decathlon.fr/store-locator
Zone d Activites Commerciales Euromoselle,Decathlon,Semécourt,57280,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.190619467143,6.1438808736107,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Metz - Semécourt,+33387512400,0070019500195,,https://www.decathlon.fr/store-locator
"1,rue Claude Sautet",Decathlon,Tregueux,22950,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.491509903971,-2.7577974060821,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Saint Brieuc Tregueux,+33296750408,0070019800198,,https://www.decathlon.fr/store-locator
Zone d activites du Ponteix,Decathlon,Boulazac,24750,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.186564089938,0.76398682209015,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Perigueux Boulazac,+33553033939,0070019900199,,https://www.decathlon.fr/store-locator
2/6 rue du mondial 98,Decathlon,Saint Denis,93210,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.925526886994,2.3627921865082,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}",Saint-Denis - Stade de France,+33149464200,0070020000200,,https://www.decathlon.fr/store-locator
160 rue Guillaume du Vair,Decathlon,Aix en Provence cedex 4,13290,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.508417636898,5.406422974205,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Aix-en-Provence - Aix-Les-Milles,+33442957700,0070020100201,,https://www.decathlon.fr/store-locator
Zone d´activités Commerciales de Bonne Source,Decathlon,Narbonne,11100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.178180361513,3.0323160886383,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Narbonne,+33468901140,0070020400204,,https://www.decathlon.fr/store-locator
Zone d Activites DES MONTAGNES,Decathlon,Champniers,16430,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.692339884393,0.18581626060486,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Angoulême - Champniers,+33545375464,0070020600206,,https://www.decathlon.fr/store-locator
Rue Georges Veve,Decathlon,Cavaillon,84300,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.827647429669,5.0358234404755,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Cavaillon,+33490063570,0070020800208,,https://www.decathlon.fr/store-locator
Rue des Buttes,Decathlon,Mably,42300,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",46.063457270981,4.0586691322632,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Roanne Mably,+33477232680,0070021000210,,https://www.decathlon.fr/store-locator
ZAC de CLARAC,Decathlon,AUCH,32000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.663195661843,0.5938433769989,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Auch,+33562602590,0070021100211,,https://www.decathlon.fr/store-locator
"2, avenue de la plaine des sports",Decathlon,CERGY PONTOISE,95800,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",49.0573309,2.0338396,"{'opening_hours': {'Mon': '09:30-20:00', 'Tue': '09:30-20:00', 'Wed': '09:30-20:00', 'Thu': '09:30-20:00', 'Fri': '09:30-20:00', 'Sat': '09:30-20:00', 'Sun': ''}}",Cergy Pontoise Osny,+33134351580,0070021200212,,https://www.decathlon.fr/store-locator
8 avenue Edouard Branly,Decathlon,Bourgoin Jallieu,38300,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.591609846287,5.2478808419418,"{'opening_hours': {'Mon': '08:30-20:00', 'Tue': '08:30-20:00', 'Wed': '08:30-20:00', 'Thu': '08:30-20:00', 'Fri': '08:30-20:00', 'Sat': '08:30-20:00', 'Sun': ''}}",Bourgoin Jallieu,+33474435743,0070021400214,,https://www.decathlon.fr/store-locator
Rue du Colonel  Le Barillec,Decathlon,Lorient,56100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.764563,-3.400891,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Lorient,+33297878700,0070021600216,,https://www.decathlon.fr/store-locator
Avenue des Sports,Decathlon,Toulouse   Fenouillet,31150,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.686401577783684,1.4048765767211746,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Toulouse - Fenouillet,+33562759720,0070021800218,,https://www.decathlon.fr/store-locator
Rue des Frères Lumières,Decathlon,BEGLES,33130,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.792396,-0.536143,"{'opening_hours': {'Mon': '09:30-20:00', 'Tue': '09:30-20:00', 'Wed': '09:30-20:00', 'Thu': '09:30-20:00', 'Fri': '09:30-20:00', 'Sat': '09:30-20:00', 'Sun': ''}}",Bordeaux - Begles,+33557355757,0070021900219,,https://www.decathlon.fr/store-locator
Route de Louvroil,Decathlon,HAUTMONT,59330,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.25705462637679,3.9302363286972186,"{'opening_hours': {'Mon': '09:30-19:30', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Decathlon Maubeuge - Hautmont ,+33327392606,0070022100221,,https://www.decathlon.fr/store-locator
2 rue des saugées,Decathlon,Brétigny sur Orge,91220,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.6229423,2.3011574,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}",Brétigny sur Orge,+33160852777,0070022500225,,https://www.decathlon.fr/store-locator
ZAC D'HELLIEULE II,Decathlon,Saint Dié des Vosges,88100,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.292940165907,6.9359337936401,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Saint Dié des Vosges,+33329421240,0070022700227,,https://www.decathlon.fr/store-locator
"Avenue de Paris, RN 44",Decathlon,CAMBRAI,59400,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.16024233742156,3.225202510416021,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Decathlon Cambrai,+33327722090,0070022900229,,https://www.decathlon.fr/store-locator
1 Faubourg de Paris,Decathlon,LAMBRES LEZ DOUAI,59552,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",50.34726277897281,3.092343286399819,"{'opening_hours': {'Mon': '', 'Tue': '09:30-19:30', 'Wed': '09:30-19:30', 'Thu': '09:30-19:30', 'Fri': '09:30-19:30', 'Sat': '09:30-19:30', 'Sun': ''}}",Decathlon Douai - Lambres Lez Douai,+33327080707,0070023000230,,https://www.decathlon.fr/store-locator
ZAC du Pied des Gouttes,Decathlon,Montbeliard,25200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.502031317938,6.811860583992,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}",Montbéliard,+33381981516,0070023100231,,https://www.decathlon.fr/store-locator
170 avenue Léman Mont-Blanc,Decathlon,Passy,74190,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",45.9165,6.690885,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Passy - Mountain Store,+33450785000,0070023200232,,https://www.decathlon.fr/store-locator
"Rue Lucien Vidie, ZA du Cruguil",Decathlon,Lannion,22300,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.761762,-3.44901,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Lannion,+33296485052,0070023300233,,https://www.decathlon.fr/store-locator
60 rue du Frioul,Decathlon,Mulhouse,68200,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.739646417871,7.2891743195045,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Mulhouse,+33389334210,0070023600236,,https://www.decathlon.fr/store-locator
Zone d Activites Commerciales de figuerolles,Decathlon,Martigues,13500,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.430995468368,5.0479290641098,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:00', 'Sun': ''}}",Martigues,+33442413232,0070023700237,,https://www.decathlon.fr/store-locator
Zone d´activités Commerciales de Gardès,Decathlon,BOÉ,47550,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",44.1754744,0.6388148,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Agen Boé,+33553985566,0070023800238,,https://www.decathlon.fr/store-locator
7 Chemin Cognac,Decathlon,TARBES,65000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",43.236573,0.0470935,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Tarbes,+33562563344,0070023900239,,https://www.decathlon.fr/store-locator
Avenue Bronislaw Geremek,Decathlon,Auxerre,89000,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",47.815603734892,3.5665007473602,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': ''}}",Auxerre,+33386180200,0070024100241,,https://www.decathlon.fr/store-locator
Rue de la Chevalerie,Decathlon,ARÇONNAY,72610,FR,"{'brand': 'Decathlon', 'fascia': 'Decathlon', 'category': 'Sports', 'edit_date': '20250310', 'lat_lon_source': 'website'}",48.40455165145111,0.0875016111144955,"{'opening_hours': {'Mon': '09:30-19:00', 'Tue': '09:30-19:00', 'Wed': '09:30-19:00', 'Thu': '09:30-19:00', 'Fri': '09:30-19:00', 'Sat': '09:30-19:30', 'Sun': ''}}",Alençon-Arçonnay,+33233802650,0070024200242,,https://www.decathlon.fr/store-locator
