full_addr,city,country,brand,extras,lat,lon,opening_hours,phone,ref,postcode,name,state,website
"Piel Island, Barrow-in-Furness, Cumbria LA13 0QN",Barrow-in-Furness,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.063187,-3.174487,{'opening_hours': {}},,2952,LA13 0QN,Piel Castle,Cumbria,https://www.english-heritage.org.uk/visit/places/piel-castle/
"High Street, Nr Saffron Walden, Essex CB11 3SB",Nr Saffron Walden,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.963458,0.237984,{'opening_hours': {}},,2533,CB11 3SB,Prior&#39;s Hall Barn,Essex,https://www.english-heritage.org.uk/visit/places/priors-hall-barn/
"Liberty Road, Castletown, Dorset DT5 1AZ",Castletown,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.567516,-2.445752,{'opening_hours': {}},01305 820539,3155,DT5 1AZ,Portland Castle,Dorset,https://www.english-heritage.org.uk/visit/places/portland-castle/
"Castle Road, Pevensey, East Sussex BN24 5LE",Pevensey,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.819488,0.338237,{'opening_hours': {}},01323 762604,3478,BN24 5LE,Pevensey Castle,East Sussex,https://www.english-heritage.org.uk/visit/places/pevensey-castle/
", Falmouth, Cornwall TR11 4NQ",Falmouth,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.146832,-5.046738,{'opening_hours': {}},01326 316594,3724,TR11 4NQ,Pendennis Castle,Cornwall,https://www.english-heritage.org.uk/visit/places/pendennis-castle/
"Castlegate, Pickering, North Yorkshire YO18 7AX",Pickering,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.248286,-0.774769,{'opening_hours': {}},01751 474989,3335,YO18 7AX,Pickering Castle,North Yorkshire,https://www.english-heritage.org.uk/visit/places/pickering-castle/
"York Avenue, East Cowes, Isle of Wight PO32 6JX",East Cowes,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.749999,-1.26863,{'opening_hours': {}},0370 333 1181,3458,PO32 6JX,Osborne,Isle of Wight,https://www.english-heritage.org.uk/visit/places/osborne/
"Horseshoe Drive , Gloucester, Gloucestershire GL2 8BZ",Gloucester,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.874192,-2.265625,{'opening_hours': {}},,3062,GL2 8BZ,Over Bridge,Gloucestershire,https://www.english-heritage.org.uk/visit/places/over-bridge/
"Castle Terrace, Penrith, Cumbria CA11 7EA",Penrith,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.661863,-2.75515,{'opening_hours': {}},,2948,CA11 7EA,Penrith Castle,Cumbria,https://www.english-heritage.org.uk/visit/places/penrith-castle/
"Market Place, Castleton, Derbyshire S33 8WQ",Castleton,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.341438,-1.774339,{'opening_hours': {}},01433 620613,2685,S33 8WQ,Peveril Castle,Derbyshire,https://www.english-heritage.org.uk/visit/places/peveril-castle/
"Old Soar Road, Sevenoaks, Kent TN15 0QX",Sevenoaks,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.263078,0.320016,{'opening_hours': {}},01732 810378,2341,TN15 0QX,Old Soar Manor,Kent,https://www.english-heritage.org.uk/visit/places/old-soar-manor/
"Gorhambury Drive, St Albans, Hertfordshire AL3 6AH",St Albans,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.755899,-0.390204,{'opening_hours': {}},,2689,AL3 6AH,Old Gorhambury House,Hertfordshire,https://www.english-heritage.org.uk/visit/places/old-gorhambury-house/
"Castle Lodge, Okehampton, Devon EX20 1JA",Okehampton,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.730684,-4.004937,{'opening_hours': {}},01837 52844,3679,EX20 1JA,Okehampton Castle,Devon,https://www.english-heritage.org.uk/visit/places/okehampton-castle/
"Castle Road , Salisbury, Wiltshire SP1 3SD",Salisbury,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.091939,-1.801509,{'opening_hours': {}},01722 335398,3655,SP1 3SD,Old Sarum,Wiltshire,https://www.english-heritage.org.uk/visit/places/old-sarum/
"Deerhurst, Gloucester, Gloucestershire GL19 4BX",Gloucester,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.966175,-2.190546,{'opening_hours': {}},,2813,GL19 4BX,Odda&#39;s Chapel,Gloucestershire,https://www.english-heritage.org.uk/visit/places/oddas-chapel/
"Nr Tisbury, Salisbury, Wiltshire SP3 6RP",Salisbury,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.036122,-2.092804,{'opening_hours': {}},01747 870487,3584,SP3 6RP,Old Wardour Castle,Wiltshire,https://www.english-heritage.org.uk/visit/places/old-wardour-castle/
", Lydney, Gloucestershire GL15 6XD",Lydney,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.681218,-2.649272,{'opening_hours': {}},,2817,GL15 6XD,Offa&#39;s Dyke,Gloucestershire,https://www.english-heritage.org.uk/visit/places/offas-dyke/
"Tresco, Isles of Scilly, Cornwall TR24 0QW",Isles of Scilly,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",49.957979,-6.326901,{'opening_hours': {}},,2757,TR24 0QW,Old Blockhouse,Cornwall,https://www.english-heritage.org.uk/visit/places/old-blockhouse/
"Orford, Woodbridge, Suffolk IP12 2ND",Woodbridge,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.093464,1.533933,{'opening_hours': {}},01394 450472,3331,IP12 2ND,Orford Castle,Suffolk,https://www.english-heritage.org.uk/visit/places/orford-castle/
"Coaley Peak, Dursley, Gloucestershire GL11 5AU",Dursley,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.710171,-2.296317,{'opening_hours': {}},,2465,GL11 5AU,Nympsfield Long Barrow,Gloucestershire,https://www.english-heritage.org.uk/visit/places/nympsfield-long-barrow/
"Week St Mary, Holsworthy, Cornwall EX22 6XW",Holsworthy,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.747267,-4.519109,{'opening_hours': {}},,2992,EX22 6XW,Penhallam Manor,Cornwall,https://www.english-heritage.org.uk/visit/places/penhallam-manor/
"Castle Street, Nr Frome, Somerset BA11 4LW",Nr Frome,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.209961,-2.37863,{'opening_hours': {}},,2856,BA11 4LW,Nunney Castle,Somerset,https://www.english-heritage.org.uk/visit/places/nunney-castle/
"Castle Street, Norham, Northumberland TD15 2JY",Norham,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",55.721824,-2.150287,{'opening_hours': {}},,2257,TD15 2JY ,Norham Castle,Northumberland,https://www.english-heritage.org.uk/visit/places/norham-castle/
"Situated on Stanton Moor, Youlgreave, Derbyshire DE4 2LS",Youlgreave,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.168252,-1.627745,{'opening_hours': {}},01629 816200,3619,DE4 2LS,Nine Ladies Stone Circle,Derbyshire,https://www.english-heritage.org.uk/visit/places/nine-ladies-stone-circle/
"Abbey Hill, Netley, Hampshire SO31 5FB",Netley,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.876513,-1.357565,{'opening_hours': {}},,3732,SO31 5FB ,Netley Abbey,Hampshire,https://www.english-heritage.org.uk/visit/places/netley-abbey/
"Harcourt Hill, North Hinskey, Oxfordshire OX2 9AS",North Hinskey,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.741293,-1.282723,{'opening_hours': {}},,2789,OX2 9AS,North Hinksey Conduit House,Oxfordshire,https://www.english-heritage.org.uk/visit/places/north-hinksey-conduit-house/
"Salisbury Road, Salisbury, Wiltshire SP4 9RJ",Salisbury,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.23459,-1.789588,{'opening_hours': {}},,2868,SP4 9RJ,Netheravon Dovecote,Wiltshire,https://www.english-heritage.org.uk/visit/places/netheravon-dovecote/
"Staddlebridge, Northallerton, North Yorkshire DL6 3JG",Northallerton,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.379618,-1.311863,{'opening_hours': {}},01609 883494,3327,DL6 3JG,"Mount Grace Priory, House and Gardens",North Yorkshire,https://www.english-heritage.org.uk/visit/places/mount-grace-priory/
"Llwyn Road, Oswestry, Shropshire SY10 7AA",Oswestry,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.867345,-3.051528,{'opening_hours': {}},,3572,SY10 7AA,Old Oswestry Hillfort,Shropshire,https://www.english-heritage.org.uk/visit/places/old-oswestry-hillfort/
"Moreton Corbet, Shrewsbury, Shropshire SY4 4DW",Shrewsbury,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.805602,-2.651632,{'opening_hours': {}},,3067,SY4 4DW,Moreton Corbet Castle,Shropshire,https://www.english-heritage.org.uk/visit/places/moreton-corbet-castle/
"Abbey Lane, Barnsley, South Yorkshire S71 5QD",Barnsley,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.55287,-1.436326,{'opening_hours': {}},,2920,S71 5QD,Monk Bretton Priory,South Yorkshire,https://www.english-heritage.org.uk/visit/places/monk-bretton-priory/
"The Walls, Mistley, Essex CO11 1HB",Mistley,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.945904,1.079153,{'opening_hours': {}},,2353,CO11 1HB,Mistley Towers,Essex,https://www.english-heritage.org.uk/visit/places/mistley-towers/
", Minster Lovell, Oxfordshire OX29 0RR",Minster Lovell,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.801581,-1.527986,{'opening_hours': {}},,2785,OX29 0RR,Minster Lovell Hall and Dovecote,Oxfordshire,https://www.english-heritage.org.uk/visit/places/minster-lovell-hall-and-dovecote/
"North Leigh, Witney, Oxfordshire  OX29 6PZ",Witney,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.834645,-1.424707,{'opening_hours': {}},,2737,OX29 6PZ,North Leigh Roman Villa,Oxfordshire ,https://www.english-heritage.org.uk/visit/places/north-leigh-roman-villa/
"Castle Hill, Middleham, North Yorkshire DL8 4QG",Middleham,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.282135,-1.806519,{'opening_hours': {}},0196 962 3899,3323,DL8 4QG,Middleham Castle,North Yorkshire,https://www.english-heritage.org.uk/visit/places/middleham-castle/
"Muchelney, Langport, Somerset TA10 0DQ",Langport,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.020656,-2.813903,{'opening_hours': {}},0370 333 1181,3675,TA10 0DQ,Muchelney Abbey,Somerset,https://www.english-heritage.org.uk/visit/places/muchelney-abbey/
"Priest Weston, Montgomery, Shropshire SY15 6DE",Montgomery,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.578553,-3.025173,{'opening_hours': {}},,2449,SY15 6DE,Mitchell&#39;s Fold Stone Circle,Shropshire,https://www.english-heritage.org.uk/visit/places/mitchells-fold-stone-circle/
"58 French Street, Southampton, Hampshire SO14 2AT",Southampton,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.89854,-1.405456,{'opening_hours': {}},0238 022 1503,3703,SO14 2AT,Medieval Merchant&#39;s House,Hampshire,https://www.english-heritage.org.uk/visit/places/medieval-merchants-house/
", Eamont Bridge, Cumbria CA10 2BY",Eamont Bridge,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.648719,-2.745085,{'opening_hours': {}},,2944,CA10 2BY,Mayburgh Henge,Cumbria,https://www.english-heritage.org.uk/visit/places/mayburgh-henge/
"Bridge Street, Nr Newmarket, Suffolk CB8 8SP",Nr Newmarket,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.25215,0.48745,{'opening_hours': {}},,3612,CB8 8SP,Moulton Packhorse Bridge,Suffolk,https://www.english-heritage.org.uk/visit/places/moulton-packhorse-bridge/
"Church Lane, Dereham, Norfolk NR20 5JU",Dereham,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.756337,0.946504,{'opening_hours': {}},,2357,NR20 5JU,North Elmham Chapel,Norfolk,https://www.english-heritage.org.uk/visit/places/north-elmham-chapel/
"Richmond Road, Twickenham, London TW1 2NL",Twickenham,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.450975,-0.315819,{'opening_hours': {}},020 8892 5115,3580,TW1 2NL,Marble Hill,London,https://www.english-heritage.org.uk/visit/places/marble-hill/
"Fort Gardens, Gravesend, Kent DA12 2BH",Gravesend,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.442926,0.380842,{'opening_hours': {}},01474 337600,2345,DA12 2BH,Milton Chantry,Kent,https://www.english-heritage.org.uk/visit/places/milton-chantry/
"Abbey Road, Mattersey, Nottinghamshire DN10 5HN",Mattersey,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.39884,-0.944285,{'opening_hours': {}},,3616,DN10 5HN,Mattersey Priory,Nottinghamshire,https://www.english-heritage.org.uk/visit/places/mattersey-priory/
"Maiden Castle Road, Dorchester, Dorset DT2 9PP",Dorchester,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.694018,-2.467017,{'opening_hours': {}},,3651,DT2 9PP,Maiden Castle,Dorset,https://www.english-heritage.org.uk/visit/places/maiden-castle/
"Ospringe Street, , Kent ME13 8TS",,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.31057,0.872847,{'opening_hours': {}},01795 601714,2216,ME13 8TS,Maison Dieu,Kent,https://www.english-heritage.org.uk/visit/places/maison-dieu/
"Lydford, Okehampton, Devon EX20 4BH",Okehampton,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.642448,-4.109929,{'opening_hours': {}},,2541,EX20 4BH,Lydford Castle and Saxon Town,Devon,https://www.english-heritage.org.uk/visit/places/lydford-castle-and-saxon-town/
"East Lulworth, Wareham, Dorset BH20 5QS",Wareham,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.6391,-2.2088,{'opening_hours': {}},01929 400352,235937,BH20 5QS,Lulworth Castle,Dorset,https://www.english-heritage.org.uk/visit/places/lulworth-castle/
"Castle Street, Ludgershall, Wiltshire SP11 9QT",Ludgershall,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.260082,-1.620535,{'opening_hours': {}},,2773,SP11 9QT,Ludgershall Castle and Cross,Wiltshire,https://www.english-heritage.org.uk/visit/places/ludgershall-castle-and-cross/
"Lullingstone Lane, Eynsford, Kent DA4 0JA",Eynsford,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.36277,0.194772,{'opening_hours': {}},01322 863 467,3490,DA4 0JA,Lullingstone Roman Villa,Kent,https://www.english-heritage.org.uk/visit/places/lullingstone-roman-villa/
"Longtown, Hereford, Herefordshire HR2 0LE",Hereford,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.956098,-2.987377,{'opening_hours': {}},,2892,HR2 0LE,Longtown Castle,Herefordshire,https://www.english-heritage.org.uk/visit/places/longtown-castle/
"Thorpe Road, Peterborough, Cambridgeshire PE3 6LU",Peterborough,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.570357,-0.284954,{'opening_hours': {}},01733 234193,3627,PE3 6LU,Longthorpe Tower,Cambridgeshire,https://www.english-heritage.org.uk/visit/places/longthorpe-tower/
", Tower Hill, London EC3N 4DJ",Tower Hill,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.509304,-0.075178,{'opening_hours': {}},,2469,EC3N 4DJ,London Wall,London,https://www.english-heritage.org.uk/visit/places/london-wall/
"West Tanfield, Ripon, North Yorkshire HG4 5JQ",Ripon,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.200288,-1.586434,{'opening_hours': {}},,3518,HG4 5JQ,Marmion Tower,North Yorkshire,https://www.english-heritage.org.uk/visit/places/marmion-tower/
"Merrivale, Yelverton, Devon PL20 6ST",Yelverton,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.553112,-4.043294,{'opening_hours': {}},,2693,PL20 6ST,Merrivale Prehistoric Settlement,Devon,https://www.english-heritage.org.uk/visit/places/merrivale-prehistoric-settlement/
"Minster Yard, Lincoln, Lincolnshire LN2 1PU",Lincoln,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",53.233067,-0.53557,{'opening_hours': {}},01522 527468,3319,LN2 1PU,Lincoln Medieval Bishops&#39; Palace,Lincolnshire,https://www.english-heritage.org.uk/visit/places/lincoln-medieval-bishops-palace/
"Colchester, Essex: Lexden Earthworks, ,  CO3 4DZ",,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.90052,0.874097,{'opening_hours': {}},,2349,CO3 4DZ,Lexden Earthworks and Bluebottle Grove,,https://www.english-heritage.org.uk/visit/places/lexden-earthworks-and-bluebottle-grove/
"Abbey Road, Leiston, Suffolk IP16 4TD",Leiston,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.220097,1.576588,{'opening_hours': {}},,2361,IP16 4TD,Leiston Abbey,Suffolk,https://www.english-heritage.org.uk/visit/places/leiston-abbey/
"Leigh, Worcester, Worcestershire WR6 5LB",Worcester,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.177374,-2.316155,{'opening_hours': {}},,3163,WR6 5LB,Leigh Court Barn,Worcestershire,https://www.english-heritage.org.uk/visit/places/leigh-court-barn/
"Wall Bowers, Brampton, Cumbria CA8 2BX",Brampton,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",54.979551,-2.650019,{'opening_hours': {}},,2285,CA8 2BX,Leahill Turret and Piper Sike Turret - Hadrian&#39;s Wall,Cumbria,https://www.english-heritage.org.uk/visit/places/leahill-turret-and-piper-sike-turret-hadrians-wall/
"Abbey Road, Newport, Shropshire TF10 9HW",Newport,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.724737,-2.392705,{'opening_hours': {}},,2900,TF10 9HW,Lilleshall Abbey,Shropshire,https://www.english-heritage.org.uk/visit/places/lilleshall-abbey/
"St Marys Road, Glastonbury, Somerset BA6 9SP",Glastonbury,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.171866,-2.77664,{'opening_hours': {}},,2852,BA6 9SP,Meare Fish House,Somerset,https://www.english-heritage.org.uk/visit/places/meare-fish-house/
"Blue Coat Lane, Leicester, Leicestershire LE15 9LZ",Leicester,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.563892,-0.707961,{'opening_hours': {}},01572 822438,3187,LE15 9LZ,Lyddington Bede House,Leicestershire,https://www.english-heritage.org.uk/visit/places/lyddington-bede-house/
"Kersey Road, Ipswich, Suffolk IP7 6QA",Ipswich,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.061847,0.883222,{'opening_hours': {}},,3608,IP7 6QA,Lindsey St James&#39;s Chapel,Suffolk,https://www.english-heritage.org.uk/visit/places/lindsey-st-jamess-chapel/
"View Point Road, Felixstowe, Suffolk IP11 3TW",Felixstowe,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.936826,1.320806,{'opening_hours': {}},01394 675900 to book group tours,3410,IP11 3TW,Landguard Fort,Suffolk,https://www.english-heritage.org.uk/visit/places/landguard-fort/
"Knowlton, Wimborne, Dorset BH21 5AE",Wimborne,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.890974,-1.964389,{'opening_hours': {}},,2585,BH21 5AE,Knowlton Church and Earthworks,Dorset,https://www.english-heritage.org.uk/visit/places/knowlton-church-and-earthworks/
"Kit&#39;s Coty House:, Aylesford, Kent ME20 7EZ",Aylesford,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",51.318801,0.505824,{'opening_hours': {}},,3707,ME20 7EZ,Kit&#39;s Coty House and Little Kit&#39;s Coty House,Kent,https://www.english-heritage.org.uk/visit/places/kits-coty-house-and-little-kits-coty-house/
"Ruckley, Shrewsbury, Shropshire SY5 7HU",Shrewsbury,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",52.595846,-2.681398,{'opening_hours': {}},,2457,SY5 7HU,Langley Chapel,Shropshire,https://www.english-heritage.org.uk/visit/places/langley-chapel/
"Kirkham House, Paignton, Devon TQ3 3AX",Paignton,United Kingdom,English Heritage,"{'brand': 'English Heritage', 'fascia': 'English Heritage', 'category': 'Heritage Site', 'edit_date': '20250405', 'lat_lon_source': 'website'}",50.437601,-3.569689,{'opening_hours': {}},,3695,TQ3 3AX,"Kirkham House, Paignton",Devon,https://www.english-heritage.org.uk/visit/places/kirkham-house-paignton/
