addr_full,city,country,brand,extras,lat,lon,opening_times,name,phone,postcode,ref,state,website
Friedrich-Ebert-Straße 17 89522 Heidenheim,Heidenheim,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",48.6767100,10.1609300,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}","Mix Markt, Heidenheim",Phone: 07321 277879,,22,,https://www.mixmarkt.eu/en/germany/stores/22/
Königsberger Str. 1  65795 Hattersheim ,Hattersheim ,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",50.0727356,8.4965521,,"Mix Markt, Hattersheim",Phone: 06190 933712,,762,,https://www.mixmarkt.eu/en/germany/stores/174/
Holmberg 23 24955 Harrislee,Harrislee,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",54.8051600,9.3880300,"{'opening_hours': {'Mon': '08:00-19:00', 'Tue': '08:00-19:00', 'Wed': '08:00-19:00', 'Thu': '08:00-19:00', 'Fri': '08:00-19:00', 'Sat': '08:00-19:00', 'Sun': ''}}","Mix Markt, Harrislee",Phone: 0461 9957545,,57,,https://www.mixmarkt.eu/en/germany/stores/61/
Vahrenheider Markt 6 30179 Hannover,Hannover,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",52.4111500,9.7497000,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Hannover-Vahrenheide",Phone: 0511 2619855,,18,,https://www.mixmarkt.eu/en/germany/stores/18/
Schierholzstr. 128 30655 Hannover,Hannover,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",52.3999700,9.8285000,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}","Mix Markt, Hannover",Phone: 0511 5859848,,12,,https://www.mixmarkt.eu/en/germany/stores/12/
Großer Sandweg 23 59065 Hamm,Hamm,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.6921508,7.8034536,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Hamm",Phone: 02381 4825141,,63,,https://www.mixmarkt.eu/en/germany/stores/67/
Spreestr.12 22547 Hamburg,Hamburg,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",53.6013600,9.8848300,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Hamburg-Lurup",Phone: 040 80010615,,9,,https://www.mixmarkt.eu/en/germany/stores/9/
Friedrich-Frank-Bogen 81 21033 Hamburg,Hamburg,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",53.4893422,10.1826671,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Hamburg-Bergedorf",Phone: 040 51327645,,27,,https://www.mixmarkt.eu/en/germany/stores/29/
Tonndorfer Hauptstraße 66 22045  Hamburg,Hamburg,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",53.5851695,10.1226634,,"Mix Markt, Hamburg",Phone: 040 66935430,,349,,https://www.mixmarkt.eu/en/germany/stores/98/
Emil-Kemmer-Str.9a 96103 Hallstadt,Hallstadt,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",49.9160185,10.8651364,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mix Markt, Hallstadt",Phone: 0951 96842494,,825,,https://www.mixmarkt.eu/en/germany/stores/196/
Pfälzer Str.2 33332 Gütersloh,Gütersloh,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.9146567,8.3908437,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Gütersloh",Phone: 05241 307842,,96,,https://www.mixmarkt.eu/en/germany/stores/106/
Wiesenstr. 20-24 51643 Gummersbach,Gummersbach,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.0228564,7.5766380,"{'opening_hours': {'Mon': '08:00-19:00', 'Tue': '08:00-19:00', 'Wed': '08:00-19:00', 'Thu': '08:00-19:00', 'Fri': '08:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Gummersbach",Phone: 02261 2908849,,65,,https://www.mixmarkt.eu/en/germany/stores/69/
Backhausstraße 21-23 37081 Göttingen,Göttingen,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.5328284,9.8948756,"{'opening_hours': {'Mon': '08:00-19:00', 'Tue': '08:00-19:00', 'Wed': '08:00-19:00', 'Thu': '08:00-19:00', 'Fri': '08:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Göttingen",Phone: 0551 5096306,,58,,https://www.mixmarkt.eu/en/germany/stores/62/
Reuterstraße 7 99867 Gotha,Gotha,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",50.95521,10.71198,,"Mix Markt, Gotha",Phone: 03621 7364940,,852,,https://www.mixmarkt.eu/en/germany/stores/202/
Hohenstaufenstr.18-20 73033 Göppingen,Göppingen,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",48.7043500,9.6638600,,"Mix Markt, Göppingen",Phone: 07161 9564104,,28,,https://www.mixmarkt.eu/en/germany/stores/30/
Bantzerweg 1 35396 Gießen,Gießen,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",50.5963700,8.6886300,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Gießen",Phone: 0641 9312827,,52,,https://www.mixmarkt.eu/en/germany/stores/55/
Im Steinigen Graben 36 63571 Gelnhausen,Gelnhausen,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",50.18826,9.18605,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}","Mix Markt, Gelnhausen",Phone: 06051 9719236,,721,,https://www.mixmarkt.eu/en/germany/stores/165/
Schwabacher Str. 137 90763 Fürth,Fürth,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",49.464074,10.9861733,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mix Markt, Fürth",Phone: 0911 78720249,,751,,https://www.mixmarkt.eu/en/germany/stores/171/
Voltastraße 9 90766 Fürth,Fürth,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",49.4824902,10.9550198,,"Mix Markt, Fürth",Phone: 0911 97499740,,716,,https://www.mixmarkt.eu/en/germany/stores/162/
Michael-Henkel-Strasse 16 36043 Fulda,Fulda,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",50.545833,9.699264,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}","Mix Markt, Fulda",Phone: 0661 9338748,,815,,https://www.mixmarkt.eu/en/germany/stores/151/
Donaustraße  13 88046 Friedrichshafen,Friedrichshafen,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",47.6724916,9.4913381,,"Mix Markt, Friedrichshafen",Phone: 07541 9414225,,737,,https://www.mixmarkt.eu/en/germany/stores/167/
Krozinger Str. 7-11 79114 Freiburg,Freiburg,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",47.9943761,7.808593,,"Mix Markt, Freiburg",Phone: 0761 1375376,,779,,https://www.mixmarkt.eu/en/germany/stores/175/
An der Vogelrute 36 53879 Euskirchen,Euskirchen,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",50.6547100,6.7972600,,"Mix Markt, Euskirchen",Phone: 02251 625670,,87,,https://www.mixmarkt.eu/en/germany/stores/95/
Altendorfer Str. 241-245 45143 Essen,Essen,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.4591651,6.9834878,,"Mix Markt, Essen",Phone: 0201 86940095,,782,,https://www.mixmarkt.eu/en/germany/stores/177/
Am Hügel 23-25 32339 Espelkamp,Espelkamp,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",52.373575,8.628092,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mix Markt, Espelkamp",Phone: 05772 9168423,,950,,https://www.mixmarkt.eu/en/germany/stores/211/
Adam-Opel-Straße 2 41812 Erkelenz,Erkelenz,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.0762817,6.3020337,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mix Markt, Erkelenz",Phone: 02431 9710851,,200,,https://www.mixmarkt.eu/en/germany/stores/120/
Riethstr.1a 99089 Erfurt,Erfurt,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.0027482,11.0202484,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mix Markt, Erfurt",Phone: 0361 65435788,,676,,https://www.mixmarkt.eu/en/germany/stores/154/
Hainholzer Damm 21 25337 Elmshorn,Elmshorn,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",53.7413700,9.6708500,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Elmshorn",Phone: 04121 7807788,,35,,https://www.mixmarkt.eu/en/germany/stores/37/
Katharinenstr. 78 99817 Eisenach,Eisenach,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",50.976953,10.30944,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mix Markt, Eisenach",Phone:,,966,,https://www.mixmarkt.eu/en/germany/stores/213/
Arnoldsweilerstr. 31 52351 Düren,Düren,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",50.8101500,6.4861000,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': ''}}","Mix Markt, Düren",Phone: 02421 204682,,37,,https://www.mixmarkt.eu/en/germany/stores/39/
Emmericher Str. 143 47138 Duisburg,Duisburg,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.4664100,6.7927500,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Duisburg",Phone: 0203 4103366,,19,,https://www.mixmarkt.eu/en/germany/stores/19/
Amalie-Dietrich-Platz 6 01169 Dresden,Dresden,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.0430658,13.6788833,,"Mix Markt, Dresden",Phone: 0351 43848421,,664,,https://www.mixmarkt.eu/en/germany/stores/152/
Otto -Dix-Ring 100 01219 Dresden,Dresden,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.0178674,13.7778186,,"Mix Markt, Dresden",Phone: 0351 20437229,,879,,https://www.mixmarkt.eu/en/germany/stores/203/
Brackeler Hellweg 117 44309 Dortmund,Dortmund,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.5232277,7.5444459,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mix Markt, Dortmund",Phone: 0231 58939163,,903,,https://www.mixmarkt.eu/en/germany/stores/176/
Bielefelder Straße 235 32758 Detmold,Detmold,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.9424000,8.8424900,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Detmold",Phone: 05231 9619-19,,24,,https://www.mixmarkt.eu/en/germany/stores/24/
Oldenburger Straße 65 27753 Delmenhorst,Delmenhorst,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",53.0487652,8.6102040,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mix Markt, Delmenhorst",Phone: 04221 8008590,,660,,https://www.mixmarkt.eu/en/germany/stores/136/
Hans-Krämer-Str.24  94469 Deggendorf,Deggendorf,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",48.8292262,12.9589647,,"Mix Markt, Deggendorf",Phone: 0991 99137373,,789,,https://www.mixmarkt.eu/en/germany/stores/183/
Siemensstraße 2-16 64289 Darmstadt,Darmstadt,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",49.8960500,8.6800700,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}","Mix Markt, Darmstadt",Phone: 06151 9615314,,51,,https://www.mixmarkt.eu/en/germany/stores/53/
Konrad-Adenauer-Straße 1-3 74564 Crailsheim,Crailsheim,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",49.1304088,10.0841856,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}","Mix Markt, Crailsheim",Phone: 07951 2970204,,95,,https://www.mixmarkt.eu/en/germany/stores/105/
Rodacher Str. 10a 96450 Coburg,Coburg,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",50.272423,10.963827,,"Mix Markt, Coburg",Phone: 09561 4263904,,761,,https://www.mixmarkt.eu/en/germany/stores/170/
Markersdorfer Str. 96  09123 Chemnitz ,Chemnitz ,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",50.7920087,12.8929524,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mix Markt, Chemnitz",Phone: 0371 77418970,,733,,https://www.mixmarkt.eu/en/germany/stores/172/
Holser Str. 33 32257 Bünde,Bünde,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",52.2034100,8.5624951,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Bünde",Phone: 05223 1897905,,93,,https://www.mixmarkt.eu/en/germany/stores/102/
Berliner Freiheit 9b 28327 Bremen,Bremen,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",53.0819400,8.8932300,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Bremen-Vahr",Phone: 0421 4684927,,50,,https://www.mixmarkt.eu/en/germany/stores/52/
Illerstraße 61a/62 38120 Braunschweig,Braunschweig,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",52.2422000,10.4811300,"{'opening_hours': {'Mon': '', 'Tue': '', 'Wed': '', 'Thu': '', 'Fri': '', 'Sat': '', 'Sun': ''}}","Mix Markt, Braunschweig",Phone: 0531 87440814,,329,,https://www.mixmarkt.eu/en/germany/stores/54/
Schneidemühler Straße 1 53119 Bonn,Bonn,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",50.7468055,7.0618032,"{'opening_hours': {'Mon': '08:00-19:00', 'Tue': '08:00-19:00', 'Wed': '08:00-19:00', 'Thu': '08:00-19:00', 'Fri': '08:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Bonn",Phone: 0228 2428310,,55,,https://www.mixmarkt.eu/en/germany/stores/59/
Harpener Hellweg 137 44805 Bochum,Bochum,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.5002934,7.2821578,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Bochum-Harpen",Phone: 0234 6104644,,46,,https://www.mixmarkt.eu/en/germany/stores/48/
Goerdelerstr. 1 71034 Böblingen,Böblingen,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",48.6767492,9.0034642,"{'opening_hours': {'Mon': '08:00-20:00', 'Tue': '08:00-20:00', 'Wed': '08:00-20:00', 'Thu': '08:00-20:00', 'Fri': '08:00-20:00', 'Sat': '08:00-20:00', 'Sun': ''}}","Mix Markt, Böblingen",Phone: 07031 439817,,29,,https://www.mixmarkt.eu/en/germany/stores/31/
Neue Torstr. 48a 32825 Blomberg,Blomberg,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",51.9463700,9.0906500,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Blomberg",Phone: 05235 5090422,,435,,https://www.mixmarkt.eu/en/germany/stores/147/
Beckhausstraße 72 33611 Bielefeld,Bielefeld,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",52.0403978,8.5438390,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Bielefeld",Phone: 0521 1364112,,49,,https://www.mixmarkt.eu/en/germany/stores/51/
Jan-Petersen-Straße 18 12679 Berlin Marzahn,Berlin Marzahn,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",52.5497062,13.5646177,"{'opening_hours': {'Mon': '08:00-20:00', 'Tue': '08:00-20:00', 'Wed': '08:00-20:00', 'Thu': '08:00-20:00', 'Fri': '08:00-20:00', 'Sat': '08:00-20:00', 'Sun': ''}}","Mix Markt, Berlin Carree Marzahn",Phone: 030 97891881,,14,,https://www.mixmarkt.eu/en/germany/stores/14/
Brunsbütteler Damm 273 13591 Berlin,Berlin,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",52.5326363,13.1554824,"{'opening_hours': {'Mon': '08:00-20:00', 'Tue': '08:00-20:00', 'Wed': '08:00-20:00', 'Thu': '08:00-20:00', 'Fri': '08:00-20:00', 'Sat': '08:00-20:00', 'Sun': ''}}","Mix Markt, Berlin",Phone: 030 77322931,,1040,,https://www.mixmarkt.eu/en/germany/stores/222/
Leuschnerstr. 80 95447 Bayreuth,Bayreuth,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",49.9333300,11.5661400,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '', 'Sun': ''}}","Mix Markt, Bayreuth",Phone: 0921 1507966,,38,,https://www.mixmarkt.eu/en/germany/stores/40/
Lichtentaler Str. 66 76530 Baden,Baden,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",48.7552129,8.2434671,,"Mix Markt, Baden-Baden",Phone: 07221 3967069,,862,,https://www.mixmarkt.eu/en/germany/stores/220/
Max-Eyth-Str.14/1 97980 Bad Mergentheim,Bad Mergentheim,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",49.4950200,9.7632600,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}","Mix Markt, Bad Mergentheim",Phone: 07931 9681381,,109,,https://www.mixmarkt.eu/en/germany/stores/123/
Bosenheimer Str. 165 55543 Bad Kreuznach,Bad Kreuznach,Germany,Mix Markt,"{'brand': 'Mix Markt', 'fascia': 'Mix Markt', 'category': 'Retail', 'edit_date': '20250506', 'lat_lon_source': 'Third Party'}",49.8453200,7.8767400,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': ''}}","Mix Markt, Bad Kreuznach",Phone: 0671 79676024,,277,,https://www.mixmarkt.eu/en/germany/stores/128/
