address_full,city,country,brand,extras,lat,lon,day_opening_status,phone,ref,post_code,name,state,website
"Wraxall, Bristol, North Somerset, BS48 1PA",North Somerset,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.4485,-2.71889,FULLY_OPEN,+441275461900,2362,BS48 1PA,Tyntesfield,,https://www.nationaltrust.org.uk/visit/bath-bristol/tyntesfield
"Welshpool, Powys, SY21 8RF",Powys,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.6492,-3.15764,FULLY_OPEN,+441938551944,266,SY21 8RF,Powis Castle and Garden,,https://www.nationaltrust.org.uk/visit/wales/powis-castle-and-garden
"Broomfield, Bridgwater, Somerset, TA5 2EQ",Somerset,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.082907,-3.112139,FULLY_OPEN,+441823451587,137,TA5 2EQ,Fyne Court,,https://www.nationaltrust.org.uk/visit/somerset/fyne-court
"Broseley, Shropshire, TF12 5RX",Shropshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.6208,-2.50303,FULLY_OPEN,+441952882159,30,TF12 5RX,Benthall Hall,,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/benthall-hall
"on the Tin Coast, near St Just, Cornwall, TR19 7QQ",Cornwall,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.140729,-5.689126,FULLY_OPEN,+441736786934,6232,TR19 7QQ,Botallack,,https://www.nationaltrust.org.uk/visit/cornwall/botallack
"Mussenden Road, Castlerock, County Londonderry, BT51 4RP",County Londonderry,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",55.16789,-6.81085,PARTIALLY_OPEN,+442870848728,110,BT51 4RP,Mussenden Temple and Downhill Demesne,,https://www.nationaltrust.org.uk/visit/northern-ireland/mussenden-temple-and-downhill-demesne
"Penare car park, Penare, St Austell, Cornwall, PL26 6NY",Cornwall,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.21985,-4.803553,FULLY_OPEN,+441872501062,6134,PL26 6NY,The Dodman,,https://www.nationaltrust.org.uk/visit/cornwall/the-dodman
"Near Cobham, Kent",Near Cobham,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.38846,0.433238,PARTIALLY_OPEN,+441732810378,2593,,Cobham Wood and Mausoleum,,https://www.nationaltrust.org.uk/visit/kent/cobham-wood-and-mausoleum
"Plas yn Rhiw, Rhiw, Pwllheli, Gwynedd, LL53 8AB",Gwynedd,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.823399,-4.616,CLOSED,+441758780219,264,LL53 8AB,Plas yn Rhiw,,https://www.nationaltrust.org.uk/visit/wales/plas-yn-rhiw
"Staunton Harold, Calke Road, Melbourne, Derbyshire, DE73 8DL",Derbyshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.81089,-1.43062,FULLY_OPEN,+441332863822,900020,DE73 8DL,Staunton Harold,,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/staunton-harold
"14 Friar Street, Worcester, Worcestershire, WR1 2LZ",Worcestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.190455,-2.21898,FULLY_OPEN,+44190523571,153,WR1 2LZ,Greyfriars House and Garden,,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/greyfriars-house-and-garden
"Doe Lea, Chesterfield, Derbyshire, S44 5RW",Derbyshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",53.183275,-1.31952,CLOSED,+441246850430,310,S44 5RW,Hardwick Estate: Stainsby Mill,,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/hardwick-estate-stainsby-mill
"Otham, Maidstone, Kent, ME15 8RS",Kent,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.2533,0.58178,CLOSED,+441580710700,315,ME15 8RS,Stoneacre,,https://www.nationaltrust.org.uk/visit/kent/stoneacre
"Vyne Road, Sherborne St John, Basingstoke, Hampshire, RG24 9HL",Hampshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.313783,-1.08401,FULLY_OPEN,+441256883858,348,RG24 9HL,The Vyne,,https://www.nationaltrust.org.uk/visit/hampshire/the-vyne
"20 Wellbrook Road, Corkhill, Cookstown, County Tyrone, BT80 9RY",County Tyrone,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.655052,-6.839538,CLOSED,+442886748210,357,BT80 9RY,Wellbrook Beetling Mill,,https://www.nationaltrust.org.uk/visit/northern-ireland/wellbrook-beetling-mill
"Westbury-on-Severn, Gloucestershire, GL14 1PD",Gloucestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.822172,-2.410684,CLOSED,+441452760461,363,GL14 1PD,Westbury Court Garden,,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/westbury-court-garden
"Tudor Merchant's House, Quay Hill, Tenby, Pembrokeshire, SA70 7BX",Pembrokeshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.671299,-4.69714,FULLY_OPEN,+441646623110,339,SA70 7BX,Tudor Merchant's House,,https://www.nationaltrust.org.uk/visit/wales/tudor-merchants-house
"Troutbeck, Windermere, Cumbria, LA23 1LB",Cumbria,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.412498,-2.91477,FULLY_OPEN,+441539432628,333,LA23 1LB,Townend,,https://www.nationaltrust.org.uk/visit/lake-district/townend
"Castle Street, Conwy, LL32 8AY",Conwy,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",53.282101,-3.82732,CLOSED,,2,LL32 8AY,Aberconwy House,,https://www.nationaltrust.org.uk/visit/wales/aberconwy-house
"Holt, near Bradford on Avon, Wiltshire, BA14 6RR",Wiltshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.354401,-2.20101,FULLY_OPEN,+441225782875,97,BA14 6RR,The Courts Garden,,https://www.nationaltrust.org.uk/visit/wiltshire/the-courts-garden
"200 Holyhead Road, Wellington, Telford, Shropshire, TF1 2DR  (Sat Nav TF1 2DP)",Shropshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.6955,-2.5167,,+441952242884,325,TF1 2DR,Sunnycroft,,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/sunnycroft
"Whitcrofts Lane, Ulverscroft, Leicestershire, LE67 9QE",Leicestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.7034271,-1.2706485,CLOSED,+441530248040,6140,LE67 9QE,Stoneywell,,https://www.nationaltrust.org.uk/visit/leicestershire-northamptonshire/stoneywell
"20 Springhill Road, Moneymore, Magherafelt, County Londonderry, BT45 7NQ",County Londonderry,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.68729,-6.657566,PARTIALLY_OPEN,+442886748210,307,BT45 7NQ,Springhill,,https://www.nationaltrust.org.uk/visit/northern-ireland/springhill
"Stowe Gardens, Buckingham, Buckinghamshire, MK18 5EQ",Buckinghamshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.022154,-1.00785,FULLY_OPEN,+441280817156,318,MK18 5EQ,Stowe Gardens,,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/stowe-gardens
"St Margaret's Bay, Dover, Kent",Dover,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.13152,1.338825,FULLY_OPEN,+441304853281,305,,South Foreland Lighthouse,,https://www.nationaltrust.org.uk/visit/kent/south-foreland-lighthouse
"Sharpitor, Salcombe, Devon, TQ8 8LW",Devon,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.2202,-3.78489,FULLY_OPEN,+441548842893,252,TQ8 8LW,Overbeck's Garden,,https://www.nationaltrust.org.uk/visit/devon/overbecks-garden
"5-7 Blyth Grove, Worksop, Nottinghamshire, S81 0JG",Nottinghamshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",53.315041,-1.115445,CLOSED,+443442491895,319,S81 0JG,Mr Straw's House,,https://www.nationaltrust.org.uk/visit/nottinghamshire-lincolnshire/mr-straws-house
"Newark Park, Ozleworth, Wotton-under-Edge, Gloucestershire, GL12 7PZ",Gloucestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.638802,-2.31369,FULLY_OPEN,+441453842644,239,GL12 7PZ,Newark Park,,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/newark-park
"Rievaulx, Helmsley, North Yorkshire, YO62 5LJ",North Yorkshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.253899,-1.11556,CLOSED,+441439748283,278,YO62 5LJ,Rievaulx Terrace,,https://www.nationaltrust.org.uk/visit/yorkshire/rievaulx-terrace
"Bangor, Gwynedd, LL57 4HT",Gwynedd,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",53.217338,-4.1013778,FULLY_OPEN,+441248353084,259,LL57 4HT,Penrhyn Castle and Garden,,https://www.nationaltrust.org.uk/visit/wales/penrhyn-castle-and-garden
"25 West Street, Coggeshall, Colchester, Essex, CO6 1NS",Essex,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.87075,0.68338,CLOSED,+441376561305,257,CO6 1NS,Paycocke's House and Garden,,https://www.nationaltrust.org.uk/visit/essex-bedfordshire-hertfordshire/paycockes-house-and-garden
"200 Liverpool Road, Rufford, near Ormskirk, Lancashire, L40 1SG",Lancashire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",53.63775,-2.81365,FULLY_OPEN,+441704821254,283,L40 1SG,Rufford Old Hall,,https://www.nationaltrust.org.uk/visit/liverpool-lancashire/rufford-old-hall
"near Romsey, Hampshire, SO51 0LP",Hampshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.0400105,-1.5331765,FULLY_OPEN,+441794340757,232,SO51 0LP,Mottisfont,,https://www.nationaltrust.org.uk/visit/hampshire/mottisfont
"Long Melford, Sudbury, Suffolk, CO10 9AA",Suffolk,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.0844,0.7281,CLOSED,+441787379228,224,CO10 9AA,Melford Hall,,https://www.nationaltrust.org.uk/visit/suffolk/melford-hall
"The Close, Salisbury, Wiltshire, SP1 2EL",Wiltshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.0662,-1.79679,FULLY_OPEN,+441722335659,226,SP1 2EL,Mompesson House,,https://www.nationaltrust.org.uk/visit/wiltshire/mompesson-house
"Lyveden, near Oundle, Northamptonshire, PE8 5AT",Northamptonshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",52.4623,-0.5582,FULLY_OPEN,+441832205259,216,PE8 5AT,Lyveden,,https://www.nationaltrust.org.uk/visit/leicestershire-northamptonshire/lyveden
"Newcastle Road, Congleton, Cheshire, CW12 4SD",Cheshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",53.126499,-2.24874,FULLY_OPEN,+441260272018,206,CW12 4SD,Little Moreton Hall,,https://www.nationaltrust.org.uk/visit/cheshire-greater-manchester/little-moreton-hall
"Alington Avenue, Dorchester, Dorset, DT1 2FN",Dorset,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.707901,-2.419803,FULLY_OPEN,+441305262538,221,DT1 2FN,"Hardy's House, Max Gate",,https://www.nationaltrust.org.uk/visit/dorset/hardys-house-max-gate
"Sherborne Park Estate, Aldsworth, near Cheltenham, Gloucestershire, GL54 3DT",Gloucestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.8069,-1.79225,PARTIALLY_OPEN,+441451844130,212,GL54 3DT,Lodge Park and Sherborne Park Estate,,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/lodge-park-and-sherborne-park-estate
"Lacock, near Chippenham, Wiltshire, SN15 2LG",Wiltshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.414799,-2.11941,FULLY_OPEN,+441249730459,197,SN15 2LG,Lacock,,https://www.nationaltrust.org.uk/visit/wiltshire/lacock
"Over Alderley, Macclesfield, Cheshire, SK10 4PY",Cheshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",53.28368,-2.188858,CLOSED,+441625829973,166,SK10 4PY,Hare Hill,,https://www.nationaltrust.org.uk/visit/cheshire-greater-manchester/hare-hill
"Grange Hill, Coggeshall, Colchester, Essex, CO6 1RE",Essex,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.869099,0.68332,CLOSED,+441376561305,86,CO6 1RE,Grange Barn,,https://www.nationaltrust.org.uk/visit/essex-bedfordshire-hertfordshire/grange-barn
"Greenway Road, Galmpton, near Brixham, Devon, TQ5 0ES",Devon,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.382401,-3.5872,FULLY_OPEN,+441803843235,152,TQ5 0ES,Greenway,,https://www.nationaltrust.org.uk/visit/devon/greenway
"Sticklepath, Okehampton, Devon, EX20 2NW",Devon,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.730202,-3.92589,CLOSED,+441837840046,130,EX20 2NW,Finch Foundry,,https://www.nationaltrust.org.uk/visit/devon/finch-foundry
"Dunster Castle, Dunster, Minehead, Somerset, TA24 6NY",Somerset,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.186187,-3.438736,FULLY_OPEN,+441643821314,115,TA24 6NY,Dunster Castle and Watermill,,https://www.nationaltrust.org.uk/visit/somerset/dunster-castle-and-watermill
"King George V Road, Bovington, near Wareham, Dorset, BH20 7NQ",Dorset,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.717878,-2.251675,CLOSED,+441929405616,85,BH20 7NQ,Clouds Hill,,https://www.nationaltrust.org.uk/visit/dorset/clouds-hill
"Frankland Lane, Sidegate, Durham, DH1 5SZ",Durham,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.782583,-1.575158,FULLY_OPEN,+441913831832,900023,DH1 5SZ,Crook Hall Gardens,,https://www.nationaltrust.org.uk/visit/north-east/crook-hall-gardens
"The Square, Corfe Castle, Wareham, Dorset, BH20 5EZ",Dorset,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.64013,-2.0588,FULLY_OPEN,+441929481294,94,BH20 5EZ,Corfe Castle,,https://www.nationaltrust.org.uk/visit/dorset/corfe-castle
"35 Lime Street, Nether Stowey, Bridgwater, Somerset, TA5 1NQ",Somerset,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.151657,-3.157475,CLOSED,+441278732662,91,TA5 1NQ,Coleridge Cottage,,https://www.nationaltrust.org.uk/visit/somerset/coleridge-cottage
"Station Bank, Mickley Square, Stocksfield, Northumberland, NE43 7DD",Northumberland,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.957001,-1.88361,CLOSED,+441661843276,75,NE43 7DD,Cherryburn,,https://www.nationaltrust.org.uk/visit/north-east/cherryburn
"Strangford, Downpatrick, County Down, BT30 7BA",County Down,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.368301,-5.58034,PARTIALLY_OPEN,+442844881204,70,BT30 7BA,Castle Ward,,https://www.nationaltrust.org.uk/visit/northern-ireland/castle-ward
"Yanworth, near Cheltenham, Gloucestershire, GL54 3LJ",Gloucestershire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.819401,-1.92295,FULLY_OPEN,+441242890256,74,GL54 3LJ,Chedworth Roman Villa,,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/chedworth-roman-villa
"Enniskillen, County Fermanagh, BT74 6JY",County Fermanagh,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.336184,-7.624401,PARTIALLY_OPEN,+442866322690,67,BT74 6JY,Castle Coole,,https://www.nationaltrust.org.uk/visit/northern-ireland/castle-coole
"Totnes Road, Newton Abbot, Devon, TQ12 6BN",Devon,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.5256,-3.62486,CLOSED,+441803843235,48,TQ12 6BN,Bradley,,https://www.nationaltrust.org.uk/visit/devon/bradley
"Bourne Road, Colchester, Essex, CO2 8RT",Essex,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.875999,0.91378,CLOSED,+441376561305,39,CO2 8RT,Bourne Mill,,https://www.nationaltrust.org.uk/visit/essex-bedfordshire-hertfordshire/bourne-mill
"High Street/Mill Road, Bembridge, Isle of Wight, PO35 5SQ",Isle of Wight,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.684213,-1.0943815,FULLY_OPEN,+441983873945,28,PO35 5SQ,Bembridge Windmill,,https://www.nationaltrust.org.uk/visit/isle-of-wight/bembridge-windmill
"Grange Road, Biddulph, Staffordshire, ST8 7SD",Staffordshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",53.129601,-2.15629,FULLY_OPEN,+441782517999,32,ST8 7SD,Biddulph Grange Garden,,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/biddulph-grange-garden
"64 Ardress Road, Annaghmore, Portadown, County Armagh, BT62 1SQ",County Armagh,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.445535,-6.591778,PARTIALLY_OPEN,+442887784753,11,BT62 1SQ,Ardress House,,https://www.nationaltrust.org.uk/visit/northern-ireland/ardress-house
"Marsden Moor Office and Information Room, The Old Goods Yard, Station Road, Marsden, West Yorkshire, HD7 6DH",West Yorkshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",53.601845,-1.93045,FULLY_OPEN,+441484847016,223,HD7 6DH,Marsden Moor,,https://www.nationaltrust.org.uk/visit/yorkshire/marsden-moor
"St Dominick, near Saltash, Cornwall, PL12 6TA",Cornwall,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.492164,-4.233089,FULLY_OPEN,+441579350606,653,PL12 6TA,Cotehele Mill,,https://www.nationaltrust.org.uk/visit/cornwall/cotehele-mill
"Waddesdon, near Aylesbury, Buckinghamshire, HP18 0JH",Buckinghamshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.845406,-0.925868,CLOSED,,349,HP18 0JH,Waddesdon,,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/waddesdon
"North Cornwall coast, near Newquay, Cornwall",near Newquay,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.407092,-5.113636,FULLY_OPEN,+441208863046,6230,,Crantock Beach,,https://www.nationaltrust.org.uk/visit/cornwall/crantock-beach
"near Coniston, Cumbria",near Coniston,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",54.387268,-3.038192,FULLY_OPEN,+447919111620,4554,,Tarn Hows and Coniston,,https://www.nationaltrust.org.uk/visit/lake-district/tarn-hows-and-coniston
"Marazion, Cornwall, TR17 0EG",Cornwall,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.118099,-5.47565,,+441736887822,288,TR17 0EG,St Michael's Mount,,https://www.nationaltrust.org.uk/visit/cornwall/st-michaels-mount
"North Cornwall coast, near Newquay, Cornwall",near Newquay,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",50.385996,-5.1424974,FULLY_OPEN,+441208863046,5053,,Holywell,,https://www.nationaltrust.org.uk/visit/cornwall/holywell
Bath and NE Somerset,,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.4021025,-2.3207801,FULLY_OPEN,+441225833977,900039,,Bathampton Meadows,,https://www.nationaltrust.org.uk/visit/bath-bristol/bathampton-meadows
"Lambourn, Berkshire, RG17 8RE",Berkshire,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.535999,-1.59116,PARTIALLY_OPEN,+441793762209,15,RG17 8RE,Ashdown,,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/ashdown
"near Coldharbour village, Dorking, Surrey, RH5 6LU",Surrey,United Kingdom,Nationaltrust,"{'brand': 'Nationaltrust', 'fascia': 'Nationaltrust', 'category': 'National sites', 'edit_date': '20250408', 'lat_lon_source': 'Third-party'}",51.176899,-0.37276,PARTIALLY_OPEN,,200,RH5 6LU,Leith Hill,,https://www.nationaltrust.org.uk/visit/surrey/leith-hill
