addr_full,city,country,brand,extra,lat,lon,name,opening_hours,Phone,postcode,ref,state,website
28 KOSMA AITOLOU str,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.662059,22.905478,Masouti THESSALONIKI,{'opening_hours': {}},2310559134,,164,THESSALONIKI,https://www.masoutis.gr/stores
"37, KOUNTOURIOTOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.57153518,22.95751512,Masouti THESSALONIKI,{'opening_hours': {}},2310451118,,105,THESSALONIKI,https://www.masoutis.gr/stores
ΚΟΥΦΑΛΙΑ,KOYFALIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.765993,22.577398,Masouti KOYFALIA,{'opening_hours': {}},2391054702,,320,THESSALONIKI,https://www.masoutis.gr/stores
"16, KRITIS st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.602844,22.956097,Masouti THESSALONIKI,{'opening_hours': {}},2310815641,,454,THESSALONIKI,https://www.masoutis.gr/stores
"1, KYPROU & A. PAPANDREOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.65277568,22.94903398,Masouti THESSALONIKI,{'opening_hours': {}},2310637515,,122,THESSALONIKI,https://www.masoutis.gr/stores
"37, KONSTANTINOUPOLEOS st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.614556,22.960206,Masouti THESSALONIKI,{'opening_hours': {}},2310868957,,286,THESSALONIKI,https://www.masoutis.gr/stores
KONSTANTINOU KARAMANLI st.,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.65457655,22.93564171,Masouti THESSALONIKI,{'opening_hours': {}},2310527512,,288,THESSALONIKI,https://www.masoutis.gr/stores
"16, LEOF. STRATOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.619858,22.957869,Masouti THESSALONIKI,{'opening_hours': {}},2310840303,,251,THESSALONIKI,https://www.masoutis.gr/stores
"3, LEOF. OHI st.",SINDOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.669204,22.805032,Masouti SINDOS,{'opening_hours': {}},2310795597,,272,THESSALONIKI,https://www.masoutis.gr/stores
MEG. ALEXANDROU & S. TSAKMANI st.,LAGADAS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.747562,23.062519,Masouti LAGADAS,{'opening_hours': {}},2394026298,,134,THESSALONIKI,https://www.masoutis.gr/stores
"16, MEG. ALEXANDROU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.666511,22.896910,Masouti THESSALONIKI,{'opening_hours': {}},2310763712,,261,THESSALONIKI,https://www.masoutis.gr/stores
"18, M. KYRIAKOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.635706,22.952682,Masouti THESSALONIKI,{'opening_hours': {}},2310203228,,469,THESSALONIKI,https://www.masoutis.gr/stores
"28, MAKEDONIAS st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.6093059,22.95875967,Masouti THESSALONIKI,{'opening_hours': {}},2310833327,,106,THESSALONIKI,https://www.masoutis.gr/stores
"46, MARASLI & NEMEAS str",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.60209518,22.96666145,Masouti THESSALONIKI,{'opening_hours': {}},2310314664 ,,167,THESSALONIKI,https://www.masoutis.gr/stores
MARTIRON 2nd SEPTEMVRI 3,HORTIATIS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.616060,23.095352,Masouti HORTIATIS,{'opening_hours': {}},2310349280,,375,THESSALONIKI,https://www.masoutis.gr/stores
MEGALOU ALEXANDROU,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.597714,22.982169,Masouti THESSALONIKI,{'opening_hours': {}},2310303563,,367,THESSALONIKI,https://www.masoutis.gr/stores
"39, MEG. ALEXANDROU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.66976506,22.90725857,Masouti THESSALONIKI,{'opening_hours': {}},2310772776,,256,THESSALONIKI,https://www.masoutis.gr/stores
"28, MESOLOGGIOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.62130439,22.97140092,Masouti THESSALONIKI,{'opening_hours': {}},2310922706,,118,THESSALONIKI,https://www.masoutis.gr/stores
"112, MITR. KALLIDOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'GRAND', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.58554689,22.94705451,Masouti THESSALONIKI,{'opening_hours': {}},2310413755,,124,THESSALONIKI,https://www.masoutis.gr/stores
"59, MPOTSARI st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.607236,22.961897,Masouti THESSALONIKI,{'opening_hours': {}},2310861600,,463,THESSALONIKI,https://www.masoutis.gr/stores
"64, BOUBOULINAS st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.672365,22.932377,Masouti THESSALONIKI,{'opening_hours': {}},2310664083,,116,THESSALONIKI,https://www.masoutis.gr/stores
"113, OLYMPIADOS & IOULIANOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.637989,22.953229,Masouti THESSALONIKI,{'opening_hours': {}},2310208297,,102,THESSALONIKI,https://www.masoutis.gr/stores
"33, OLYMPIADOS st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.642340,22.944958,Masouti THESSALONIKI,{'opening_hours': {}},2310224709,,466,THESSALONIKI,https://www.masoutis.gr/stores
"115, OLYMPOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.63572497,22.95098931,Masouti THESSALONIKI,{'opening_hours': {}},2310203429,,467,THESSALONIKI,https://www.masoutis.gr/stores
"73, P. SYNDIKA st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.605121,22.961468,Masouti THESSALONIKI,{'opening_hours': {}},2310827150,,368,THESSALONIKI,https://www.masoutis.gr/stores
PAPADIAMANTH 4 & KALAVRITON 18,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.58318397,22.95914054,Masouti THESSALONIKI,{'opening_hours': {}},2310482508,,249,THESSALONIKI,https://www.masoutis.gr/stores
"23, PAPAFI st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.620840,22.961297,Masouti THESSALONIKI,{'opening_hours': {}},2310845605,,461,THESSALONIKI,https://www.masoutis.gr/stores
"51-53, PAPAFI st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.617335,22.964618,Masouti THESSALONIKI,{'opening_hours': {}},2310949735,,262,THESSALONIKI,https://www.masoutis.gr/stores
PARASKEYOPOYLOY 43,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.617016,22.960459,Masouti THESSALONIKI,{'opening_hours': {}},2310818210,,188,THESSALONIKI,https://www.masoutis.gr/stores
"25, PARAFENTIDOU & GIANOUDI st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.600127,22.987738,Masouti THESSALONIKI,{'opening_hours': {}},2310310771,,451,THESSALONIKI,https://www.masoutis.gr/stores
"12, PASTER st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.64000739,22.94638932,Masouti THESSALONIKI,{'opening_hours': {}},2310275926,,117,THESSALONIKI,https://www.masoutis.gr/stores
"2, PASTER & MEG. ALEXANDROU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.58288249,22.96197295,Masouti THESSALONIKI,{'opening_hours': {}},2310455964,,247,THESSALONIKI,https://www.masoutis.gr/stores
"8, PAVLOY MELA st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.722698,22.909796,Masouti THESSALONIKI,{'opening_hours': {}},2310699003,,139,THESSALONIKI,https://www.masoutis.gr/stores
"35, PERAN st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.6533328,22.9242868,Masouti THESSALONIKI,{'opening_hours': {}},2310742768,,379,THESSALONIKI,https://www.masoutis.gr/stores
"106-108, PERDIKA st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.613469,22.966461,Masouti THESSALONIKI,{'opening_hours': {}},2310947890,,431,THESSALONIKI,https://www.masoutis.gr/stores
"18, PLASTIRA st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.602249,22.972555,Masouti THESSALONIKI,{'opening_hours': {}},2310302531,,111,THESSALONIKI,https://www.masoutis.gr/stores
"85, RIGA FERAIOU st. & AL. PAPAGOU",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.649912,22.943256,Masouti THESSALONIKI,{'opening_hours': {}},2310614335 ,,136,THESSALONIKI,https://www.masoutis.gr/stores
"36, SAKELLARIDI & 41 VOULGARI st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.59670853,22.96318263,Masouti THESSALONIKI,{'opening_hours': {}},2310325173,,123,THESSALONIKI,https://www.masoutis.gr/stores
"14, SKRA st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.66582431,22.92779624,Masouti THESSALONIKI,{'opening_hours': {}},2310650149,,478,THESSALONIKI,https://www.masoutis.gr/stores
ΘΕΣΣΑΛΟΝΙΚΗ,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.591537,22.948287,Masouti THESSALONIKI,{'opening_hours': {}},2310429453,,360,THESSALONIKI,https://www.masoutis.gr/stores
"4, STR. KALLARI st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.628184,22.947226,Masouti THESSALONIKI,{'opening_hours': {}},2310230539,,135,THESSALONIKI,https://www.masoutis.gr/stores
SXOLEION 82-84 LITI ,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.737631,22.985676,Masouti THESSALONIKI,{'opening_hours': {}},2394071181,,299,THESSALONIKI,https://www.masoutis.gr/stores
"47, TZAVELLA st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.598572,22.967403,Masouti THESSALONIKI,{'opening_hours': {}},2310318967,,457,THESSALONIKI,https://www.masoutis.gr/stores
"35, TSIAPANOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.612745,22.984902,Masouti THESSALONIKI,{'opening_hours': {}},2310950290,,265,THESSALONIKI,https://www.masoutis.gr/stores
TSIMISKI 43 - SHOPPING CENTER PLATIA,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.633578,22.942893,Masouti THESSALONIKI,{'opening_hours': {}},2310283668,,377,THESSALONIKI,https://www.masoutis.gr/stores
"5, SERRON & F. MENOU st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.605492,22.978826,Masouti THESSALONIKI,{'opening_hours': {}},2310945355,,460,THESSALONIKI,https://www.masoutis.gr/stores
FILELLINON 42 & MIAOYLI,THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.57869419,23.01263452,Masouti THESSALONIKI,{'opening_hours': {}},2310332952,,246,THESSALONIKI,https://www.masoutis.gr/stores
"3, FILIKIS ETAIRIAS st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.62003806,22.96930075,Masouti THESSALONIKI,{'opening_hours': {}},2310908704,,436,THESSALONIKI,https://www.masoutis.gr/stores
FILILPPOY 4 & PERIKLEOYS,TRILOFOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.467712,22.969322,Masouti TRILOFOS,{'opening_hours': {}},2392066669,,187,THESSALONIKI,https://www.masoutis.gr/stores
"1, ARTAKIS & HOURMOUZI st.",THESSALONIKI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.608850,22.973099,Masouti THESSALONIKI,{'opening_hours': {}},2310923482,,253,THESSALONIKI,https://www.masoutis.gr/stores
3rd km NATIONAL ROAD IOANNINA - ARTA,IOANNINA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'CASH & CARRY', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.629259,20.858485,Masouti IOANNINA,{'opening_hours': {}},2651002571,,312,IOANNINA,https://www.masoutis.gr/stores
G. PAPANDREOY 26-28,IOANNINA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'GRAND', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.672920,20.849731,Masouti IOANNINA,{'opening_hours': {}},2651039380,,225,IOANNINA,https://www.masoutis.gr/stores
KATO NEOXOROYPOYLO,IOANNINA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.644317,20.843244,Masouti IOANNINA,{'opening_hours': {}},2651043414,,226,IOANNINA,https://www.masoutis.gr/stores
KORAI 7,IOANNINA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.669046,20.850751,Masouti IOANNINA,{'opening_hours': {}},2651027315,,381,IOANNINA,https://www.masoutis.gr/stores
LEOF. DIMOKRATIAS,IOANNINA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.681306,20.823077,Masouti IOANNINA,{'opening_hours': {}},2651079384,,317,IOANNINA,https://www.masoutis.gr/stores
M. ALEKSANDROY & K. PALAIOLOGOY ANATOLI,IOANNINA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.633252,20.860367,Masouti IOANNINA,{'opening_hours': {}},2651002185,,227,IOANNINA,https://www.masoutis.gr/stores
MARIKAS KOTOPOYLI 66 – 68,IOANNINA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.678446,20.837769,Masouti IOANNINA,{'opening_hours': {}},2651076385,,316,IOANNINA,https://www.masoutis.gr/stores
NIKOPOLEOS 95 -97,IOANNINA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.644121,20.862202,Masouti IOANNINA,{'opening_hours': {}},2651035005,,198,IOANNINA,https://www.masoutis.gr/stores
28is Oktobrioy & Kyproy,KAVALA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.837549,24.303798,Masouti KAVALA,{'opening_hours': {}},2594022260,,414,KABALA,https://www.masoutis.gr/stores
AM. ERITHROU STAVROU & KRITIS,KAVALA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.941378,24.423865,Masouti KAVALA,{'opening_hours': {}},2510231762,,403,KABALA,https://www.masoutis.gr/stores
AMISIANA,KAVALA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.939424,24.328868,Masouti KAVALA,{'opening_hours': {}},2510326075,,404,KABALA,https://www.masoutis.gr/stores
AMISIANA (WHOLESALE),AMISIANA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'CASH & CARRY', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.939095,24.328883,Masouti AMISIANA,{'opening_hours': {}},2510326735,,408,KABALA,https://www.masoutis.gr/stores
KRITIS & YDRAS CORNER,KAVALA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.867466,24.312448,Masouti KAVALA,{'opening_hours': {}},2594029044,,409,KABALA,https://www.masoutis.gr/stores
DAGLI & ROMANOU,KAVALA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.939041,24.406152,Masouti KAVALA,{'opening_hours': {}},2510832257,,401,KABALA,https://www.masoutis.gr/stores
"13, DELIKARI st.",XRISOUPOLI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.9823,24.7003,Masouti XRISOUPOLI,{'opening_hours': {}},2591024682,,420,KABALA,https://www.masoutis.gr/stores
"38, EL. VENIZELOU st.",KAVALA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.936861,24.404497,Masouti KAVALA,{'opening_hours': {}},2510232021,,412,KABALA,https://www.masoutis.gr/stores
KALAMITSA,KAVALA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.922945,24.387965,Masouti KAVALA,{'opening_hours': {}},2510240795,,402,KABALA,https://www.masoutis.gr/stores
FRIKSOU LEOFOROS PAPACHRISTIDI 81,ELEYTHEROUPOLI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.914836,24.256018,Masouti ELEYTHEROUPOLI,{'opening_hours': {}},2592023747,,421,KABALA,https://www.masoutis.gr/stores
LIMENARIA THASOU,THASOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.617463,24.601104,Masouti THASOS,{'opening_hours': {}},2593051789,,419,KABALA,https://www.masoutis.gr/stores
LIMENAS THASOU,THASOS,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.775222,24.700068,Masouti THASOS,{'opening_hours': {}},2593022909,,418,KABALA,https://www.masoutis.gr/stores
PARALIA OFRYNIOU,KAVALA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.768634,23.901832,Masouti KAVALA,{'opening_hours': {}},2594031015 ,,413,KABALA,https://www.masoutis.gr/stores
AGIOU NIKOLAOU SQUARE,KAVALA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.936303,24.413096,Masouti KAVALA,{'opening_hours': {}},2510224841,,405,KABALA,https://www.masoutis.gr/stores
"15, TSIVELEKIDOU st.",XRISOUPOLI,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.986163,24.702899,Masouti XRISOUPOLI,{'opening_hours': {}},2591022416,,411,KABALA,https://www.masoutis.gr/stores
FILADELFEIAS & CHRISOSTOMOU SMYRNIS,KAVALA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'GRAND', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.934592,24.394117,Masouti KAVALA,{'opening_hours': {}},2510247441,,407,KABALA,https://www.masoutis.gr/stores
"22, AVEROF st.",KARDITSA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.36248949,21.92199737,Masouti KARDITSA,{'opening_hours': {}},2441080913 ,,202,KARDITSA,https://www.masoutis.gr/stores
95-97 KARAISKAKI & THESSALIOTIDOS str,KARDITSA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.3594239,21.9177189,Masouti KARDITSA,{'opening_hours': {}},2441021484,,204,KARDITSA,https://www.masoutis.gr/stores
"11, STRATIGOU PAPAGOU str",SOFADES,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",39.33882,22.09659,Masouti SOFADES,{'opening_hours': {}},2443023440,,206,KARDITSA,https://www.masoutis.gr/stores
"30, ATHAN. DIAKOU st.",KASTORIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.521240,21.258784,Masouti KASTORIA,{'opening_hours': {}},2467083710,,366,KASTORIA,https://www.masoutis.gr/stores
DISPILIO,KASTORIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.481176,21.289562,Masouti KASTORIA,{'opening_hours': {}},2467089123 ,,356,KASTORIA,https://www.masoutis.gr/stores
DISPILIO,KASTORIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'CASH & CARRY', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.481822,21.289698,Masouti KASTORIA,{'opening_hours': {}},2467085899 ,,357,KASTORIA,https://www.masoutis.gr/stores
MANIAKI KASTORIAS,KASTORIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'SUPER MARKET', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.504915,21.242479,Masouti KASTORIA,{'opening_hours': {}},2467055124,,374,KASTORIA,https://www.masoutis.gr/stores
"XLOIS, MEL. MERKOYRI & DORIEON (02B) O.T.91",KASTORIA,Greece,Masouti,"{'brand': 'Masouti', 'fascia': 'GREEN', 'category': 'Retail', 'edit_date': '20250526', 'lat_lon_source': 'Third Party'}",40.541065,21.261249,Masouti KASTORIA,{'opening_hours': {}},2467022602,,355,KASTORIA,https://www.masoutis.gr/stores
