area,sub_area,shop_id,shop_name_en,url_param,link_url,address_en,description_en,tel,image_url,hours,services,latitude,longitude
Tokyo,Harajuku,5,BEAMS PLUS HARAJUKU,bph,/global/shop/bph/,"1F, 3-25-12 Jingumae, Shibuya-ku, Tokyo","BEAMS PLUS HARAJUKU pursues the starting point of men's casual fashion with ""long-lasting men's clothes"" as its theme. We provide a wide variety of fashion, including authentic casual fashion to general-use items.",03 3746 5851,//cdn-cms.beams.co.jp/cdn/cms/shop/5/list_uBoItk.jpg,"12:00 - 20:00 (Mon〜Fri) / 11:00 - 20:00(Sat, Sun, Holiday)","Tax-freeShop, UnionPay, ALIPAY",35.671352,139.707856
Tokyo,Harajuku,4,BEAMS BOY HARAJUKU,hry,/global/shop/hry/,"1F, 3-25-14 Jingumae, Shibuya-ku, Tokyo","BEAMS BOY specializes in men's-like clothing for women. Work, military, sports, ivy league, and all other authentic American style fashions are offered with the BEAMS BOY touch.",03 5770 5550,//cdn-cms.beams.co.jp/cdn/cms/shop/4/list_d81Y7s.jpg,"12:00 - 20:00 (Mon〜Fri) / 11:00 - 20:00(Sat, Sun, Holiday)","Tax-freeShop, UnionPay, ALIPAY",35.671530,139.707936
Tokyo,Harajuku,2,BEAMS WOMEN HARAJUKU,hw,/global/shop/hw/,"B1F Jingumae Terrace, 3-25-15 Jingumae, Shibuya-ku Tokyo","Re-editing the items from the women's labels ""Ray BEAMS"" and ""BEAMS BOY,"" this shop presents an original style through mixing trends from international collections and a Tokyo street mood.",03 5413 6415 /,//cdn-cms.beams.co.jp/cdn/cms/shop/2/list_r2m0U0.jpg,"12:00 - 20:00 (Mon〜Fri) / 11:00 - 20:00(Sat, Sun, Holiday)","Tax-freeShop, UnionPay, ALIPAY",35.671576,139.708141
Tokyo,Harajuku,3,BEAMS F / International Gallery BEAMS,fig,/global/shop/fig/,"1F-2F, 3-25-15 Jingumae, Shibuya-ku, Tokyo","The flagship store of the label “BEAMS F” ”International Gallery BEAMS”, bringing together style trends from around the world. ",(BEAMS F) /,//cdn-cms.beams.co.jp/cdn/cms/shop/3/list_qTofo1.jpg,"12:00 - 20:00 (Mon〜Fri) / 11:00 - 20:00(Sat, Sun, Holiday)",,35.6716373,139.7081792
Tokyo,Harajuku,9,BEAMS RECORDS,hbr,/global/shop/hbr/,"1F, 3-25-15 Jingumae, Shibuya-ku, Tokyo",All CDs and analog records can be played before purchase. We have a treasure of unique and timeless music for everyone.,03 3746 0789,//cdn-cms.beams.co.jp/cdn/cms/shop/9/list_7R11Lg.jpg,"12:00 - 20:00 (Mon〜Fri) / 11:00 - 20:00(Sat, Sun, Holiday)","Tax-freeShop, UnionPay",35.671674,139.708044
Tokyo,Shibuya,13,Pilgrim Surf+Supply TOKYO,pss,/global/shop/pss/,"1F, 1-14-7 Jinnan, Shibuya-ku, Tokyo","The first Japanese flagship store of ""Pilgrim Surf+Supply,"" a select shop from Brooklyn, New York. The shop follows the concept of ""a dual life that combines both nature and urban,"" and proposes a lifestyle of outdoor activities with a focus on surf filtered through the scope of American East Coast culture. Not limited to fashion apparel only, the shop offers a wide variety of content that includes activities as well.",03 5459 1690,//cdn-cms.beams.co.jp/cdn/cms/shop/13/list_1R4jQr.jpg,11:00 - 20:00,"Tax-freeShop, UnionPay, ALIPAY",35.663618,139.699925
Tokyo,Marunouchi,37,BEAMS HOUSE MARUNOUCHI,bhm,/global/shop/bhm/,"MARUNOUCHI Bldg. 1F, 2-4-1 Marunouchi, Chiyoda-ku, Tokyo",We introduce a new formal and casual style for the new generation in our high quality and spacious shop. Our products and services such as individual tailoring and dress rentals target adults.,03 5220 8686,//cdn-cms.beams.co.jp/cdn/cms/shop/37/list_9EogkT.jpg,"Monday - Saturday, 11:00 - 21:00 / Sunday, Holiday, 11:00 - 20:00","Tax-freeShop, UnionPay",35.681096,139.763631
Tokyo,Marunouchi,41,BEAMS PLUS MARUNOUCHI,bpm,/global/shop/bpm/,"Marunouchi Nakadori Bldg. 1F, 2-2-3 Marunouchi, Chiyoda-ku Tokyo","Our customers can browse traditional American clothes and shoes in a shop like Ernest Hemingway's summer house. Suits, a company that counts American Presidents among its customers, a collection of original suits, jackets, and ties are displayed. We also take pattern orders.",03 5220 3151,//cdn-cms.beams.co.jp/cdn/cms/shop/41/list_BSb5Lv.jpg,11:00 - 20:00,,35.68016213985807,139.7625434069124
Tokyo,Shinjuku,24,BEAMS JAPAN,j,/global/shop/j/,"B1F - 5F, 3-32-6 Shinjuku, Shinjuku-ku, Tokyo","This shop is the hub from which BEAMS ""TEAM JAPAN"", a project to curate content across a broad range of categories based on the keyword of ""Japan"", sets new trends. Each of its six floors, from the first level basement to the fifth floor, is home to distinct categories such as ""Food"", ""Brand items"", ""Fashion"", ""Collaborations"", ""Culture"", ""Art"", and ""Crafts"". The shop as a whole acts to transmit these various attractive aspects of Japan both nationwide and around the world.",03 5368 7300,//cdn-cms.beams.co.jp/cdn/cms/shop/24/list_xjKywx.jpg,"11:00-20:00（1F-5F）／11:30-15:00, 17:00-23:00（CRAFT GRILL）","Tax-freeShop, UnionPay, ALIPAY",35.690354,139.704011
Tokyo,Shinjuku,30,Ray BEAMS SHINJUKU,rs,/global/shop/rs/,"LUMINE EST Shinjuku 1F, 3-38-1 Shinjuku, Shinjuku-ku Tokyo","Ray BEAMS SHINJUKU offers customers trendy high-ended casual fashion. We introduce both imported and domestic products with vivid colors and sharp silhouettes. Our line up of the most fashionable items for our stylish customers can now be found in our newest store, BEAMS shop # 4 in the Shinjuku area.",03 5368 2191,//cdn-cms.beams.co.jp/cdn/cms/shop/30/list_jfiOyH.jpg,"Monday - Friday, 11:00 - 21:00 / Saturday, Sunday & Holiday, 10:30 - 21:00","Tax-freeShop, UnionPay",35.69142000,139.701150
Tokyo,Shinjuku,31,BEAMS NEWS,nsn,/global/shop/nsn/,"EKINAKA NEWoMan 2F, 5-24-55 Sendagaya, Shibuya-ku, Tokyo","Located in NEWoMan on the second floor inside the station area of the New Aouth Exit of Shinjuku Station. It is a concept store full of clothing and miscellaneous goods that have been revised in line with the themes that change on a regular basis, from among the labels of BEAMS. As a new ""newsstand,"" it will send out information on the goods and items picked up by BEAMS' discerning eye.",03 3351 3090,//cdn-cms.beams.co.jp/cdn/cms/shop/31/list_ZYI3Sn.jpg,"Monday - Saturday, 9:00 - 21:00 / Sunday & Holiday, 9:00 - 20:30","Tax-freeShop, UnionPay",35.688616,139.700663
Tokyo,Shinjuku,32,BEAMS GOLF ODAKYU DEPARTMENT SHINJUKU,hlg,/global/shop/hlg/,"M2F, Odakyu Department Shinjuku Maine Store, 1-5-1 Nishishinjuku, Shinjuku-ku Tokyo","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.",03 5325 1090,//cdn-cms.beams.co.jp/cdn/cms/shop/32/list_HqzGSu.jpg,"10:00 - 20:30／10:00 - 20:00 (Sunday, Holiday)","Tax-freeShop, UnionPay",35.69245,139.69834
