addr_full,brand,country,extras,lat,lon,name,opening_hours,phone,ref,website
"부산광역시 부산진구 중앙대로 683, 1~3층 (부전동)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.1536877,129.0588885,Shinesegaefood 부산서면점,"{'opening_hours': {'Mon': '09:00-23:00', 'Tue': '09:00-23:00', 'Wed': '09:00-23:00', 'Thu': '09:00-23:00', 'Fri': '09:00-23:00', 'Sat': '09:00-23:00', 'Sun': '09:00-23:00'}}",051-816-2840,1084,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도 수원시 권선구 금곡로102번길 20 103,104호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.2733968,126.9412152,Shinesegaefood 수원호매실점,"{'opening_hours': {'Mon': '10:00-02:00', 'Tue': '10:00-02:00', 'Wed': '10:00-02:00', 'Thu': '10:00-02:00', 'Fri': '10:00-02:00', 'Sat': '10:00-02:00', 'Sun': '10:00-02:00'}}",031-293-3288,1085,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경기도 수원시 영통구 효원로 381 새롬프라자 1층,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.2593356,127.0433161,Shinesegaefood 수원영통구청점,"{'opening_hours': {'Mon': '10:00-22:30', 'Tue': '10:00-22:30', 'Wed': '10:00-22:30', 'Thu': '10:00-22:30', 'Fri': '10:00-22:30', 'Sat': '10:00-22:30', 'Sun': '10:00-22:30'}}",070-8811-0157,1086,https://www.shinsegaefood.com/nobrandburger/store/store.sf
부산광역시해운대구좌동1459-6번지,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.1696015,129.1752429,Shinesegaefood 부산장산역점,"{'opening_hours': {'Mon': None, 'Tue': None, 'Wed': None, 'Thu': None, 'Fri': None, 'Sat': None, 'Sun': None}}",,1087,https://www.shinsegaefood.com/nobrandburger/store/store.sf
대구광역시 북구 학정로 429 1층 104호,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.9430706,128.5632386,Shinesegaefood 대구칠곡3지구점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",053-322-2004,1088,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도 부천시 길주로 227, 1층 (중동)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.5045971,126.7677780,Shinesegaefood 부천시청역점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",032-322-1977,1090,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경상북도 포항시 남구 효성로24,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.0062303,129.3362807,Shinesegaefood 포항효자점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",054-277-7696,1092,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도안산시단원구선부광장1로38,1층115호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.3366486,126.8093880,Shinesegaefood 안산선부점,"{'opening_hours': {'Mon': None, 'Tue': None, 'Wed': None, 'Thu': None, 'Fri': None, 'Sat': None, 'Sun': None}}",,1093,https://www.shinsegaefood.com/nobrandburger/store/store.sf
대구광역시 달서구 월곡로 257 1층 노브랜드버거,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.8173617,128.5388164,Shinesegaefood 대구상인점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",053-636-1113,1116,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경기도 평택시 평남로 705 1층 노브랜드버거,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.9944344,127.1125364,Shinesegaefood 평택시청점,"{'opening_hours': {'Mon': '10:00-21:30', 'Tue': '10:00-21:30', 'Wed': '10:00-21:30', 'Thu': '10:00-21:30', 'Fri': '10:00-21:30', 'Sat': '10:00-21:30', 'Sun': '10:00-21:30'}}",031-654-7595,1119,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경상북도 경주시 용황로 69 1층,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.8832880,129.2255938,Shinesegaefood 경주용황점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",054-775-7770,1121,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경기도화성시향남읍상신하길로298번길7-21105호,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.1151722,126.9124754,Shinesegaefood 화성향남지구점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",031-366-1920,1127,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경북김천시혁신3로15율곡스퀘어105,106호(1층)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.1173178,128.1829268,Shinesegaefood 김천혁신도시점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",054-436-4588,1131,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경기도 하남시 미사강변동로85,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.5625320,127.1918814,Shinesegaefood 하남미사역점,"{'opening_hours': {'Mon': None, 'Tue': None, 'Wed': None, 'Thu': None, 'Fri': None, 'Sat': None, 'Sun': None}}",,1132,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"인천광역시중구하늘중앙로193,1층112호(중산동,조양타워)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.4903958,126.5606428,Shinesegaefood 영종하늘도시점,"{'opening_hours': {'Mon': '09:00-23:00', 'Tue': '09:00-23:00', 'Wed': '09:00-23:00', 'Thu': '09:00-23:00', 'Fri': '09:00-23:00', 'Sat': '09:00-23:00', 'Sun': '09:00-23:00'}}",032-747-0537,1134,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"부산광역시 북구 만덕1로 15, 1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.2140103,129.0357780,Shinesegaefood 부산만덕점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",051-337-5807,1135,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도안산시단원구영동고속도로15,안산휴게소주건축물제1동1층일부(선부동)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.3510562,126.8186215,Shinesegaefood 안산복합휴게소점,{'opening_hours': {}},031-482-7775,1136,https://www.shinsegaefood.com/nobrandburger/store/store.sf
대전광역시서구문예로611층,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.3521317,127.3898486,Shinesegaefood 대전시청점,{'opening_hours': {}},042-478-6972,1137,https://www.shinsegaefood.com/nobrandburger/store/store.sf
세종시새롬중앙로62-15해피라움W107호,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.4869260,127.2512490,Shinesegaefood 세종새롬점,"{'opening_hours': {'Mon': '09:00-23:00', 'Tue': '09:00-23:00', 'Wed': '09:00-23:00', 'Thu': '09:00-23:00', 'Fri': '09:00-23:00', 'Sat': '09:00-23:00', 'Sun': '09:00-23:00'}}",044-868-9187,1138,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"대전광역시 중구 태평로 20, 수성빌딩 1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.3185473,127.3923063,Shinesegaefood 대전태평점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",042-535-0319,1139,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경북 포항시 북구 천마로 90 1층,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.0847787,129.3970584,Shinesegaefood 포항양덕점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",054-243-7676,1146,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"대전광역시 서구 관저로 172 101, 101-1호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.2987609,127.3410305,Shinesegaefood 대전관저점,{'opening_hours': {}},042-543-1102,1148,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도 광명시 광명로 825, 1층 (광명동)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.4731429,126.8511412,Shinesegaefood 광명사거리점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",02-2681-0860,1151,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"인천광역시 서구 탁옥로 58, 1층(심곡동,영일빌딩)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.5436377,126.6760750,Shinesegaefood 인천서구청점,"{'opening_hours': {'Mon': '09:00-22:00', 'Tue': '09:00-22:00', 'Wed': '09:00-22:00', 'Thu': '09:00-22:00', 'Fri': '09:00-22:00', 'Sat': '09:00-22:00', 'Sun': '09:00-22:00'}}",032-563-2888,1152,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"충청남도 서산시 호수공원8로 7, 1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.7734743,126.4508402,Shinesegaefood 서산호수공원점,"{'opening_hours': {'Mon': '9:30-21:50', 'Tue': '9:30-21:50', 'Wed': '9:30-21:50', 'Thu': '9:30-21:50', 'Fri': '9:30-21:50', 'Sat': '9:30-21:50', 'Sun': '9:30-21:50'}}",041-666-6615,1153,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"충청남도 아산시 탕정면 한들물빛5로 36,",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.7858616,127.0868579,Shinesegaefood 아산탕정역점,{'opening_hours': {}},,1161,https://www.shinsegaefood.com/nobrandburger/store/store.sf
충청남도 천안시 서북구 번영로 100,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.8102103,127.1085249,Shinesegaefood 천안불당점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",041-561-7009,1162,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"충청남도 공주시 흑수골길 25, 1층 (신관동)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.4735684,127.1402659,Shinesegaefood 공주신관점,"{'opening_hours': {'Mon': '09:00-22:00', 'Tue': '09:00-22:00', 'Wed': '09:00-22:00', 'Thu': '09:00-22:00', 'Fri': '09:00-22:00', 'Sat': '09:00-22:00', 'Sun': '09:00-22:00'}}",041-852-7812,1163,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"충북 청주시 흥덕구 대농로 56, 1층 101호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.6415742,127.4284295,Shinesegaefood 청주지웰시티점,{'opening_hours': {}},043-231-9855,1165,https://www.shinsegaefood.com/nobrandburger/store/store.sf
충북 청주시 상당구 중고개로 141번길 13-2,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.6167541,127.5165158,Shinesegaefood 청주동남지구점,"{'opening_hours': {'Mon': '10:00-24:00', 'Tue': '10:00-24:00', 'Wed': '10:00-24:00', 'Thu': '10:00-24:00', 'Fri': '10:00-24:00', 'Sat': '10:00-24:00', 'Sun': '10:00-24:00'}}",043-292-3023,1166,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경북 안동시 삼산동 97-8,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.5652632,128.7314200,Shinesegaefood 안동중앙점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",054-856-0007,1168,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"서울시 도봉구 덕릉로 251, 1층(창동)",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.6401675,127.0391683,Shinesegaefood 신창점,{'opening_hours': {}},02-998-2555,1169,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"인천광역시 서구 이음5로 20,",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.5937415,126.7099313,Shinesegaefood 인천검단신도시점 ,"{'opening_hours': {'Mon': None, 'Tue': None, 'Wed': None, 'Thu': None, 'Fri': None, 'Sat': None, 'Sun': None}}",,1171,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"대전광역시 대덕구 송촌북로 36번길 18, 101호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.3656717,127.4373303,Shinesegaefood 대전송촌점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",042-636-2452,1177,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도 안양시 동안구 평촌대로 122 1층 101호 , 103호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.3833764,126.9607486,Shinesegaefood 안양평촌학원가점,"{'opening_hours': {'Mon': '09:00-22:30', 'Tue': '09:00-22:30', 'Wed': '09:00-22:30', 'Thu': '09:00-22:30', 'Fri': '09:00-22:30', 'Sat': '09:00-22:30', 'Sun': '09:00-22:30'}}",031-381-6629,1178,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"경기도 안산시 상록구 샘골로 168,",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.2987936,126.8634569,Shinesegaefood 안산본오점,"{'opening_hours': {'Mon': None, 'Tue': None, 'Wed': None, 'Thu': None, 'Fri': None, 'Sat': None, 'Sun': None}}",,1179,https://www.shinsegaefood.com/nobrandburger/store/store.sf
경기도 성남시 야탑동 361-6 대덕프라자 2층,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.4120796,127.1298674,Shinesegaefood 분당야탑점,"{'opening_hours': {'Mon': '11:00-23:00', 'Tue': '11:00-23:00', 'Wed': '11:00-23:00', 'Thu': '11:00-23:00', 'Fri': '11:00-23:00', 'Sat': '11:00-23:00', 'Sun': '11:00-23:00'}}",031-707-7750,1180,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"세종특별시 보듬3로 101 105,106호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.5114037,127.2484095,Shinesegaefood 세종아름점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",044-863-7904,1181,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"전라북도 전주시 완산구 홍산중앙로 19, 103호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.8153788,127.1087749,Shinesegaefood 전북도청점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",063-223-2272,1182,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"부산광역시남구분포로61,",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.1312916,129.1119057,Shinesegaefood 부산용호점,"{'opening_hours': {'Mon': None, 'Tue': None, 'Wed': None, 'Thu': None, 'Fri': None, 'Sat': None, 'Sun': None}}",,1183,https://www.shinsegaefood.com/nobrandburger/store/store.sf
충북 청주시 흥덕구 2순환로 1240 MK빌딩 101호,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.6254731,127.4300781,Shinesegaefood 청주터미널점,"{'opening_hours': {'Mon': '10:00-24:30', 'Tue': '10:00-24:30', 'Wed': '10:00-24:30', 'Thu': '10:00-24:30', 'Fri': '10:00-24:30', 'Sat': '10:00-24:30', 'Sun': '10:00-24:30'}}",043-233-0471,1185,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"전라북도 군산시 수송로 207 1층, 102호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.9642571,126.7181689,Shinesegaefood 군산수송점,"{'opening_hours': {'Mon': '10:00-22:40', 'Tue': '10:00-22:40', 'Wed': '10:00-22:40', 'Thu': '10:00-22:40', 'Fri': '10:00-22:40', 'Sat': '10:00-22:40', 'Sun': '10:00-22:40'}}",063-462-8980,1187,https://www.shinsegaefood.com/nobrandburger/store/store.sf
전남여수시 여서1로 58 1층,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",34.7524826,127.7035546,Shinesegaefood 여수여서점,"{'opening_hours': {'Mon': '10:00-23:00', 'Tue': '10:00-23:00', 'Wed': '10:00-23:00', 'Thu': '10:00-23:00', 'Fri': '10:00-23:00', 'Sat': '10:00-23:00', 'Sun': '10:00-23:00'}}",061-652-9730,1188,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"광주 광산구 첨단중앙로 102, 104호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.2142953,126.8433287,Shinesegaefood 광주첨단점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",062-973-4131,1189,https://www.shinsegaefood.com/nobrandburger/store/store.sf
서울시 관악구 호암로 600 하니빌딩 1층,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.4706635,126.9337697,Shinesegaefood 신림남부점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",02-882-7180,1190,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"전라북도 완주군 이서면 출판로 50, 106호",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.8393768,127.0581651,Shinesegaefood 전주혁신점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",063-236-2819,1192,https://www.shinsegaefood.com/nobrandburger/store/store.sf
충북 충주시 호암수청1로 60 제일풍경채 상가 101호,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.9572149,127.9269594,Shinesegaefood 충주호암점,"{'opening_hours': {'Mon': '10:00-22:00', 'Tue': '10:00-22:00', 'Wed': '10:00-22:00', 'Thu': '10:00-22:00', 'Fri': '10:00-22:00', 'Sat': '10:00-22:00', 'Sun': '10:00-22:00'}}",043-854-7767,1193,https://www.shinsegaefood.com/nobrandburger/store/store.sf
충남 홍성군 홍북읍 청사로150번길 19-11 103~4호,Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",36.6582572,126.6805540,Shinesegaefood 충남도청점,"{'opening_hours': {'Mon': '9:30-21:30', 'Tue': '9:30-21:30', 'Wed': '9:30-21:30', 'Thu': '9:30-21:30', 'Fri': '9:30-21:30', 'Sat': '9:30-21:30', 'Sun': '9:30-21:30'}}",041-634-2409,1195,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"서울시 송파구 위례광장로 136,",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",37.4764950,127.1422214,Shinesegaefood 위례점,"{'opening_hours': {'Mon': None, 'Tue': None, 'Wed': None, 'Thu': None, 'Fri': None, 'Sat': None, 'Sun': None}}",,1196,https://www.shinsegaefood.com/nobrandburger/store/store.sf
"광주광역시 남구 봉선중앙로 21, 1층",Shinesegaefood,Korea,"{'brand': 'Shinesegaefood', 'fascia': 'Shinesegaefood', 'category': 'Rstaurant', 'edit_date': '20250609', 'lat_lon_source': 'imgUrl'}",35.1232546,126.9125963,Shinesegaefood 광주봉선점,{'opening_hours': {}},062-682-1777,1197,https://www.shinsegaefood.com/nobrandburger/store/store.sf
